Time;Yksiaikainen (kWh);Status;Temperature;Temperature;Yksiaikainen (kWh);Energy(kWh);Temperature
18.4.2022 01:00;0,09;Metered;-0,8;;;0,09;-0,8
18.4.2022 02:00;0,06;Metered;-1,3;;;0,06;-1,3
18.4.2022 03:00;0,09;Metered;-1,7;;;0,09;-1,7
18.4.2022 04:00;0,08;Metered;-1,7;;;0,08;-1,7
18.4.2022 05:00;0,04;Metered;-1,8;;;0,04;-1,8
18.4.2022 06:00;0,10;Metered;-1,5;;;0,10;-1,5
18.4.2022 07:00;0,06;Metered;-1,0;;;0,06;-1,0
18.4.2022 08:00;0,08;Metered;-0,2;;;0,08;-0,2
18.4.2022 09:00;0,08;Metered;2,3;;;0,08;2,3
18.4.2022 10:00;0,05;Metered;5,8;;;0,05;5,8
18.4.2022 11:00;0,10;Metered;7,6;;;0,10;7,6
18.4.2022 12:00;0,06;Metered;9,3;;;0,06;9,3
18.4.2022 13:00;0,07;Metered;9,2;;;0,07;9,2
18.4.2022 14:00;0,08;Metered;8,2;;;0,08;8,2
18.4.2022 15:00;0,06;Metered;9,8;;;0,06;9,8
18.4.2022 16:00;0,10;Metered;8,8;;;0,10;8,8
18.4.2022 17:00;0,16;Metered;8,6;;;0,16;8,6
18.4.2022 18:00;0,20;Metered;8,0;;;0,20;8,0
18.4.2022 19:00;0,57;Metered;6,6;;;0,57;6,6
18.4.2022 20:00;0,11;Metered;5,4;;;0,11;5,4
18.4.2022 21:00;0,10;Metered;2,8;;;0,10;2,8
18.4.2022 22:00;0,05;Metered;0,5;;;0,05;0,5
18.4.2022 23:00;0,10;Metered;-0,1;;;0,10;-0,1
19.4.2022 00:00;0,06;Metered;-0,8;;;0,06;-0,8
19.4.2022 01:00;0,09;Metered;-1,3;;;0,09;-1,3
19.4.2022 02:00;0,08;Metered;-1,4;;;0,08;-1,4
19.4.2022 03:00;0,05;Metered;-1,5;;;0,05;-1,5
19.4.2022 04:00;0,10;Metered;-1,7;;;0,10;-1,7
19.4.2022 05:00;0,06;Metered;-1,8;;;0,06;-1,8
19.4.2022 06:00;0,08;Metered;-1,9;;;0,08;-1,9
19.4.2022 07:00;0,23;Metered;-1,6;;;0,23;-1,6
19.4.2022 08:00;0,05;Metered;0,2;;;0,05;0,2
19.4.2022 09:00;0,24;Metered;3,4;;;0,24;3,4
19.4.2022 10:00;0,26;Metered;5,7;;;0,26;5,7
19.4.2022 11:00;0,46;Metered;9,3;;;0,46;9,3
19.4.2022 12:00;0,39;Metered;9,5;;;0,39;9,5
19.4.2022 13:00;0,32;Metered;8,8;;;0,32;8,8
19.4.2022 14:00;0,11;Metered;11,7;;;0,11;11,7
19.4.2022 15:00;0,12;Metered;10,2;;;0,12;10,2
19.4.2022 16:00;0,29;Metered;10,5;;;0,29;10,5
19.4.2022 17:00;0,13;Metered;8,9;;;0,13;8,9
19.4.2022 18:00;0,64;Metered;9,9;;;0,64;9,9
19.4.2022 19:00;0,06;Metered;7,3;;;0,06;7,3
19.4.2022 20:00;0,26;Metered;5,5;;;0,26;5,5
19.4.2022 21:00;0,10;Metered;2,6;;;0,10;2,6
19.4.2022 22:00;0,14;Metered;0,3;;;0,14;0,3
19.4.2022 23:00;0,12;Metered;-0,5;;;0,12;-0,5
20.4.2022 00:00;0,53;Metered;-1,3;;;0,53;-1,3
20.4.2022 01:00;0,63;Metered;-1,7;;;0,63;-1,7
20.4.2022 02:00;0,09;Metered;-1,9;;;0,09;-1,9
20.4.2022 03:00;0,08;Metered;-1,8;;;0,08;-1,8
20.4.2022 04:00;0,10;Metered;-2,0;;;0,10;-2,0
20.4.2022 05:00;0,07;Metered;-2,3;;;0,07;-2,3
20.4.2022 06:00;0,11;Metered;-2,1;;;0,11;-2,1
20.4.2022 07:00;0,19;Metered;-0,4;;;0,19;-0,4
20.4.2022 08:00;0,22;Metered;3,9;;;0,22;3,9
20.4.2022 09:00;0,23;Metered;6,8;;;0,23;6,8
20.4.2022 10:00;0,08;Metered;10,4;;;0,08;10,4
20.4.2022 11:00;0,11;Metered;11,2;;;0,11;11,2
20.4.2022 12:00;0,10;Metered;10,8;;;0,10;10,8
20.4.2022 13:00;1,02;Metered;12,5;;;1,02;12,5
20.4.2022 14:00;0,09;Metered;13,7;;;0,09;13,7
20.4.2022 15:00;0,13;Metered;14,3;;;0,13;14,3
20.4.2022 16:00;0,13;Metered;14,2;;;0,13;14,2
20.4.2022 17:00;0,07;Metered;14,0;;;0,07;14,0
20.4.2022 18:00;0,09;Metered;14,3;;;0,09;14,3
20.4.2022 19:00;0,05;Metered;13,6;;;0,05;13,6
20.4.2022 20:00;0,09;Metered;11,9;;;0,09;11,9
20.4.2022 21:00;0,07;Metered;7,4;;;0,07;7,4
20.4.2022 22:00;0,13;Metered;4,1;;;0,13;4,1
20.4.2022 23:00;0,10;Metered;2,5;;;0,10;2,5
21.4.2022 00:00;0,05;Metered;2,2;;;0,05;2,2
21.4.2022 01:00;0,09;Metered;1,3;;;0,09;1,3
21.4.2022 02:00;0,09;Metered;2,2;;;0,09;2,2
21.4.2022 03:00;0,06;Metered;2,5;;;0,06;2,5
21.4.2022 04:00;0,09;Metered;1,2;;;0,09;1,2
21.4.2022 05:00;0,07;Metered;0,5;;;0,07;0,5
21.4.2022 06:00;0,08;Metered;0,3;;;0,08;0,3
21.4.2022 07:00;0,18;Metered;2,8;;;0,18;2,8
21.4.2022 08:00;0,09;Metered;6,4;;;0,09;6,4
21.4.2022 09:00;0,52;Metered;9,6;;;0,52;9,6
21.4.2022 10:00;0,34;Metered;11,9;;;0,34;11,9
21.4.2022 11:00;0,13;Metered;13,5;;;0,13;13,5
21.4.2022 12:00;0,10;Metered;15,1;;;0,10;15,1
21.4.2022 13:00;0,66;Metered;16,2;;;0,66;16,2
21.4.2022 14:00;0,14;Metered;13,9;;;0,14;13,9
21.4.2022 15:00;0,10;Metered;14,8;;;0,10;14,8
21.4.2022 16:00;0,39;Metered;14,3;;;0,39;14,3
21.4.2022 17:00;0,07;Metered;12,7;;;0,07;12,7
21.4.2022 18:00;0,11;Metered;11,9;;;0,11;11,9
21.4.2022 19:00;0,09;Metered;11,3;;;0,09;11,3
21.4.2022 20:00;0,62;Metered;8,5;;;0,62;8,5
21.4.2022 21:00;0,12;Metered;5,1;;;0,12;5,1
21.4.2022 22:00;0,16;Metered;3,0;;;0,16;3,0
21.4.2022 23:00;0,09;Metered;2,2;;;0,09;2,2
22.4.2022 00:00;0,51;Metered;1,4;;;0,51;1,4
22.4.2022 01:00;0,63;Metered;2,3;;;0,63;2,3
22.4.2022 02:00;0,11;Metered;0,9;;;0,11;0,9
22.4.2022 03:00;0,08;Metered;0,9;;;0,08;0,9
22.4.2022 04:00;0,07;Metered;1,8;;;0,07;1,8
22.4.2022 05:00;0,12;Metered;1,3;;;0,12;1,3
22.4.2022 06:00;0,07;Metered;0,4;;;0,07;0,4
22.4.2022 07:00;0,27;Metered;2,1;;;0,27;2,1
22.4.2022 08:00;0,36;Metered;4,2;;;0,36;4,2
22.4.2022 09:00;0,12;Metered;5,8;;;0,12;5,8
22.4.2022 10:00;0,60;Metered;6,6;;;0,60;6,6
22.4.2022 11:00;0,09;Metered;7,5;;;0,09;7,5
22.4.2022 12:00;0,45;Metered;8,9;;;0,45;8,9
22.4.2022 13:00;0,08;Metered;9,2;;;0,08;9,2
22.4.2022 14:00;0,06;Metered;8,9;;;0,06;8,9
22.4.2022 15:00;0,10;Metered;9,8;;;0,10;9,8
22.4.2022 16:00;0,22;Metered;9,9;;;0,22;9,9
22.4.2022 17:00;0,13;Metered;9,9;;;0,13;9,9
22.4.2022 18:00;0,18;Metered;8,1;;;0,18;8,1
22.4.2022 19:00;0,19;Metered;8,1;;;0,19;8,1
22.4.2022 20:00;0,12;Metered;6,6;;;0,12;6,6
22.4.2022 21:00;0,15;Metered;5,4;;;0,15;5,4
22.4.2022 22:00;0,10;Metered;5,7;;;0,10;5,7
22.4.2022 23:00;0,16;Metered;5,5;;;0,16;5,5
23.4.2022 00:00;0,07;Metered;4,4;;;0,07;4,4
23.4.2022 01:00;0,21;Metered;4,4;;;0,21;4,4
23.4.2022 02:00;0,31;Metered;4,0;;;0,31;4,0
23.4.2022 03:00;0,61;Metered;3,8;;;0,61;3,8
23.4.2022 04:00;0,08;Metered;3,4;;;0,08;3,4
23.4.2022 05:00;0,10;Metered;3,4;;;0,10;3,4
23.4.2022 06:00;0,04;Metered;3,2;;;0,04;3,2
23.4.2022 07:00;0,10;Metered;3,3;;;0,10;3,3
23.4.2022 08:00;0,07;Metered;3,5;;;0,07;3,5
23.4.2022 09:00;0,13;Metered;4,3;;;0,13;4,3
23.4.2022 10:00;0,94;Metered;4,9;;;0,94;4,9
23.4.2022 11:00;0,13;Metered;5,3;;;0,13;5,3
23.4.2022 12:00;0,11;Metered;6,0;;;0,11;6,0
23.4.2022 13:00;0,06;Metered;6,5;;;0,06;6,5
23.4.2022 14:00;0,13;Metered;6,9;;;0,13;6,9
23.4.2022 15:00;0,10;Metered;7,2;;;0,10;7,2
23.4.2022 16:00;0,07;Metered;6,5;;;0,07;6,5
23.4.2022 17:00;0,08;Metered;4,9;;;0,08;4,9
23.4.2022 18:00;0,54;Metered;5,1;;;0,54;5,1
23.4.2022 19:00;0,06;Metered;5,4;;;0,06;5,4
23.4.2022 20:00;0,22;Metered;5,0;;;0,22;5,0
23.4.2022 21:00;0,14;Metered;3,6;;;0,14;3,6
23.4.2022 22:00;0,10;Metered;2,9;;;0,10;2,9
23.4.2022 23:00;0,20;Metered;2,3;;;0,20;2,3
24.4.2022 00:00;0,16;Metered;2,0;;;0,16;2,0
24.4.2022 01:00;0,09;Metered;1,7;;;0,09;1,7
24.4.2022 02:00;0,09;Metered;1,1;;;0,09;1,1
24.4.2022 03:00;0,07;Metered;0,9;;;0,07;0,9
24.4.2022 04:00;0,11;Metered;0,9;;;0,11;0,9
24.4.2022 05:00;0,06;Metered;0,4;;;0,06;0,4
24.4.2022 06:00;0,08;Metered;-0,1;;;0,08;-0,1
24.4.2022 07:00;0,11;Metered;-0,8;;;0,11;-0,8
24.4.2022 08:00;0,07;Metered;6,7;;;0,07;6,7
24.4.2022 09:00;0,17;Metered;7,5;;;0,17;7,5
24.4.2022 10:00;0,42;Metered;8,7;;;0,42;8,7
24.4.2022 11:00;0,22;Metered;8,6;;;0,22;8,6
24.4.2022 12:00;0,22;Metered;8,1;;;0,22;8,1
24.4.2022 13:00;0,08;Metered;7,8;;;0,08;7,8
24.4.2022 14:00;0,11;Metered;7,7;;;0,11;7,7
24.4.2022 15:00;0,06;Metered;8,1;;;0,06;8,1
24.4.2022 16:00;0,14;Metered;8,1;;;0,14;8,1
24.4.2022 17:00;0,07;Metered;7,6;;;0,07;7,6
24.4.2022 18:00;0,10;Metered;7,0;;;0,10;7,0
24.4.2022 19:00;0,13;Metered;6,7;;;0,13;6,7
24.4.2022 20:00;0,52;Metered;5,2;;;0,52;5,2
24.4.2022 21:00;0,24;Metered;2,9;;;0,24;2,9
24.4.2022 22:00;0,08;Metered;-0,4;;;0,08;-0,4
24.4.2022 23:00;0,29;Metered;-2,2;;;0,29;-2,2
25.4.2022 00:00;0,64;Metered;-2,4;;;0,64;-2,4
25.4.2022 01:00;0,57;Metered;-2,9;;;0,57;-2,9
25.4.2022 02:00;0,11;Metered;-3,3;;;0,11;-3,3
25.4.2022 03:00;0,08;Metered;-3,5;;;0,08;-3,5
25.4.2022 04:00;0,11;Metered;-3,7;;;0,11;-3,7
25.4.2022 05:00;0,08;Metered;-3,9;;;0,08;-3,9
25.4.2022 06:00;0,11;Metered;-3,8;;;0,11;-3,8
25.4.2022 07:00;0,10;Metered;-1,0;;;0,10;-1,0
25.4.2022 08:00;0,12;Metered;1,9;;;0,12;1,9
25.4.2022 09:00;0,39;Metered;5,8;;;0,39;5,8
25.4.2022 10:00;0,15;Metered;7,5;;;0,15;7,5
25.4.2022 11:00;0,12;Metered;8,2;;;0,12;8,2
25.4.2022 12:00;0,74;Metered;9,4;;;0,74;9,4
25.4.2022 13:00;1,16;Metered;9,8;;;1,16;9,8
25.4.2022 14:00;0,23;Metered;10,8;;;0,23;10,8
25.4.2022 15:00;0,42;Metered;9,3;;;0,42;9,3
25.4.2022 16:00;1,84;Metered;7,5;;;1,84;7,5
25.4.2022 17:00;0,74;Metered;4,7;;;0,74;4,7
25.4.2022 18:00;0,12;Metered;5,1;;;0,12;5,1
25.4.2022 19:00;0,22;Metered;5,6;;;0,22;5,6
25.4.2022 20:00;0,56;Metered;4,5;;;0,56;4,5
25.4.2022 21:00;0,21;Metered;2,9;;;0,21;2,9
25.4.2022 22:00;0,09;Metered;1,5;;;0,09;1,5
25.4.2022 23:00;0,13;Metered;0,8;;;0,13;0,8
26.4.2022 00:00;0,38;Metered;0,7;;;0,38;0,7
26.4.2022 01:00;0,68;Metered;0,5;;;0,68;0,5
26.4.2022 02:00;0,09;Metered;0,7;;;0,09;0,7
26.4.2022 03:00;0,09;Metered;1,2;;;0,09;1,2
26.4.2022 04:00;0,09;Metered;1,1;;;0,09;1,1
26.4.2022 05:00;0,06;Metered;0,6;;;0,06;0,6
26.4.2022 06:00;0,11;Metered;0,2;;;0,11;0,2
26.4.2022 07:00;0,21;Metered;0,1;;;0,21;0,1
26.4.2022 08:00;0,73;Metered;0,0;;;0,73;0,0
26.4.2022 09:00;0,17;Metered;0,4;;;0,17;0,4
26.4.2022 10:00;0,15;Metered;1,0;;;0,15;1,0
26.4.2022 11:00;0,59;Metered;1,7;;;0,59;1,7
26.4.2022 12:00;1,25;Metered;2,8;;;1,25;2,8
26.4.2022 13:00;0,87;Metered;2,5;;;0,87;2,5
26.4.2022 14:00;0,12;Metered;2,9;;;0,12;2,9
26.4.2022 15:00;0,11;Metered;2,6;;;0,11;2,6
26.4.2022 16:00;0,14;Metered;2,9;;;0,14;2,9
26.4.2022 17:00;0,52;Metered;2,5;;;0,52;2,5
26.4.2022 18:00;0,47;Metered;2,5;;;0,47;2,5
26.4.2022 19:00;0,07;Metered;1,7;;;0,07;1,7
26.4.2022 20:00;0,31;Metered;1,0;;;0,31;1,0
26.4.2022 21:00;0,21;Metered;-0,2;;;0,21;-0,2
26.4.2022 22:00;0,14;Metered;-1,3;;;0,14;-1,3
26.4.2022 23:00;0,26;Metered;-3,0;;;0,26;-3,0
27.4.2022 00:00;0,28;Metered;-3,3;;;0,28;-3,3
27.4.2022 01:00;0,67;Metered;-2,5;;;0,67;-2,5
27.4.2022 02:00;0,09;Metered;-2,5;;;0,09;-2,5
27.4.2022 03:00;0,08;Metered;-4,0;;;0,08;-4,0
27.4.2022 04:00;0,12;Metered;-4,9;;;0,12;-4,9
27.4.2022 05:00;0,07;Metered;-5,7;;;0,07;-5,7
27.4.2022 06:00;0,11;Metered;-5,2;;;0,11;-5,2
27.4.2022 07:00;0,21;Metered;-2,9;;;0,21;-2,9
27.4.2022 08:00;0,34;Metered;-1,7;;;0,34;-1,7
27.4.2022 09:00;0,13;Metered;-0,5;;;0,13;-0,5
27.4.2022 10:00;0,28;Metered;-0,2;;;0,28;-0,2
27.4.2022 11:00;0,63;Metered;0,6;;;0,63;0,6
27.4.2022 12:00;0,83;Metered;1,5;;;0,83;1,5
27.4.2022 13:00;0,15;Metered;1,1;;;0,15;1,1
27.4.2022 14:00;0,15;Metered;1,6;;;0,15;1,6
27.4.2022 15:00;0,10;Metered;1,1;;;0,10;1,1
27.4.2022 16:00;0,23;Metered;0,2;;;0,23;0,2
27.4.2022 17:00;0,87;Metered;0,1;;;0,87;0,1
27.4.2022 18:00;0,67;Metered;0,3;;;0,67;0,3
27.4.2022 19:00;0,20;Metered;0,4;;;0,20;0,4
27.4.2022 20:00;0,51;Metered;-0,8;;;0,51;-0,8
27.4.2022 21:00;0,58;Metered;-0,7;;;0,58;-0,7
27.4.2022 22:00;0,49;Metered;-2,3;;;0,49;-2,3
27.4.2022 23:00;0,51;Metered;-2,7;;;0,51;-2,7
28.4.2022 00:00;0,05;Metered;-3,5;;;0,05;-3,5
28.4.2022 01:00;0,12;Metered;-3,7;;;0,12;-3,7
28.4.2022 02:00;0,07;Metered;-3,3;;;0,07;-3,3
28.4.2022 03:00;0,11;Metered;-3,9;;;0,11;-3,9
28.4.2022 04:00;0,09;Metered;-4,2;;;0,09;-4,2
28.4.2022 05:00;0,06;Metered;-4,1;;;0,06;-4,1
28.4.2022 06:00;0,16;Metered;-3,5;;;0,16;-3,5
28.4.2022 07:00;0,19;Metered;-2,5;;;0,19;-2,5
28.4.2022 08:00;0,16;Metered;0,2;;;0,16;0,2
28.4.2022 09:00;0,50;Metered;1,3;;;0,50;1,3
28.4.2022 10:00;0,48;Metered;3,2;;;0,48;3,2
28.4.2022 11:00;0,69;Metered;3,8;;;0,69;3,8
28.4.2022 12:00;0,14;Metered;3,6;;;0,14;3,6
28.4.2022 13:00;0,79;Metered;3,3;;;0,79;3,3
28.4.2022 14:00;0,12;Metered;2,6;;;0,12;2,6
28.4.2022 15:00;0,16;Metered;2,3;;;0,16;2,3
28.4.2022 16:00;0,10;Metered;2,9;;;0,10;2,9
28.4.2022 17:00;0,73;Metered;2,3;;;0,73;2,3
28.4.2022 18:00;0,38;Metered;1,9;;;0,38;1,9
28.4.2022 19:00;0,09;Metered;1,7;;;0,09;1,7
28.4.2022 20:00;0,51;Metered;1,0;;;0,51;1,0
28.4.2022 21:00;0,20;Metered;-0,4;;;0,20;-0,4
28.4.2022 22:00;0,17;Metered;-1,9;;;0,17;-1,9
28.4.2022 23:00;0,18;Metered;-3,2;;;0,18;-3,2
29.4.2022 00:00;0,42;Metered;-3,8;;;0,42;-3,8
29.4.2022 01:00;0,63;Metered;-5,0;;;0,63;-5,0
29.4.2022 02:00;0,07;Metered;-6,0;;;0,07;-6,0
29.4.2022 03:00;0,12;Metered;-6,8;;;0,12;-6,8
29.4.2022 04:00;0,07;Metered;-7,1;;;0,07;-7,1
29.4.2022 05:00;0,11;Metered;-7,1;;;0,11;-7,1
29.4.2022 06:00;0,09;Metered;-7,1;;;0,09;-7,1
29.4.2022 07:00;0,16;Metered;-2,6;;;0,16;-2,6
29.4.2022 08:00;0,18;Metered;-0,3;;;0,18;-0,3
29.4.2022 09:00;0,26;Metered;1,0;;;0,26;1,0
29.4.2022 10:00;0,16;Metered;1,2;;;0,16;1,2
29.4.2022 11:00;0,68;Metered;1,6;;;0,68;1,6
29.4.2022 12:00;0,84;Metered;2,5;;;0,84;2,5
29.4.2022 13:00;0,20;Metered;2,3;;;0,20;2,3
29.4.2022 14:00;0,12;Metered;1,5;;;0,12;1,5
29.4.2022 15:00;0,16;Metered;1,9;;;0,16;1,9
29.4.2022 16:00;0,09;Metered;2,2;;;0,09;2,2
29.4.2022 17:00;0,34;Metered;1,3;;;0,34;1,3
29.4.2022 18:00;0,08;Metered;1,1;;;0,08;1,1
29.4.2022 19:00;0,10;Metered;1,2;;;0,10;1,2
29.4.2022 20:00;0,14;Metered;0,9;;;0,14;0,9
29.4.2022 21:00;0,28;Metered;-0,3;;;0,28;-0,3
29.4.2022 22:00;0,18;Metered;-1,2;;;0,18;-1,2
29.4.2022 23:00;0,65;Metered;-2,0;;;0,65;-2,0
30.4.2022 00:00;0,73;Metered;-2,1;;;0,73;-2,1
30.4.2022 01:00;0,17;Metered;-2,2;;;0,17;-2,2
30.4.2022 02:00;0,09;Metered;-2,2;;;0,09;-2,2
30.4.2022 03:00;0,09;Metered;-1,2;;;0,09;-1,2
30.4.2022 04:00;0,10;Metered;-1,0;;;0,10;-1,0
30.4.2022 05:00;0,06;Metered;-0,9;;;0,06;-0,9
30.4.2022 06:00;0,11;Metered;-0,3;;;0,11;-0,3
30.4.2022 07:00;0,07;Metered;0,3;;;0,07;0,3
30.4.2022 08:00;0,11;Metered;1,6;;;0,11;1,6
30.4.2022 09:00;0,21;Metered;2,1;;;0,21;2,1
30.4.2022 10:00;0,77;Metered;3,4;;;0,77;3,4
30.4.2022 11:00;0,22;Metered;2,8;;;0,22;2,8
30.4.2022 12:00;0,17;Metered;3,4;;;0,17;3,4
30.4.2022 13:00;0,19;Metered;3,8;;;0,19;3,8
30.4.2022 14:00;0,07;Metered;4,0;;;0,07;4,0
30.4.2022 15:00;0,11;Metered;4,1;;;0,11;4,1
30.4.2022 16:00;0,06;Metered;4,8;;;0,06;4,8
30.4.2022 17:00;0,18;Metered;4,7;;;0,18;4,7
30.4.2022 18:00;0,05;Metered;4,8;;;0,05;4,8
30.4.2022 19:00;0,12;Metered;4,1;;;0,12;4,1
30.4.2022 20:00;0,14;Metered;3,3;;;0,14;3,3
30.4.2022 21:00;0,52;Metered;1,3;;;0,52;1,3
30.4.2022 22:00;0,25;Metered;-1,9;;;0,25;-1,9
30.4.2022 23:00;0,22;Metered;-2,9;;;0,22;-2,9
1.5.2022 00:00;0,55;Metered;-3,8;;;0,55;-3,8
1.5.2022 01:00;0,68;Metered;-4,4;;;0,68;-4,4
1.5.2022 02:00;0,16;Metered;-5,0;;;0,16;-5,0
1.5.2022 03:00;0,07;Metered;-5,5;;;0,07;-5,5
1.5.2022 04:00;0,10;Metered;-5,6;;;0,10;-5,6
1.5.2022 05:00;0,08;Metered;-4,5;;;0,08;-4,5
1.5.2022 06:00;0,10;Metered;-3,2;;;0,10;-3,2
1.5.2022 07:00;0,08;Metered;-1,9;;;0,08;-1,9
1.5.2022 08:00;0,08;Metered;-0,5;;;0,08;-0,5
1.5.2022 09:00;0,12;Metered;1,2;;;0,12;1,2
1.5.2022 10:00;0,20;Metered;2,6;;;0,20;2,6
1.5.2022 11:00;0,63;Metered;3,1;;;0,63;3,1
1.5.2022 12:00;1,03;Metered;4,0;;;1,03;4,0
1.5.2022 13:00;0,90;Metered;5,3;;;0,90;5,3
1.5.2022 14:00;0,46;Metered;5,0;;;0,46;5,0
1.5.2022 15:00;0,22;Metered;5,3;;;0,22;5,3
1.5.2022 16:00;0,18;Metered;4,7;;;0,18;4,7
1.5.2022 17:00;0,16;Metered;4,0;;;0,16;4,0
1.5.2022 18:00;1,32;Metered;2,6;;;1,32;2,6
1.5.2022 19:00;0,68;Metered;1,7;;;0,68;1,7
1.5.2022 20:00;0,21;Metered;2,7;;;0,21;2,7
1.5.2022 21:00;1,44;Metered;1,6;;;1,44;1,6
1.5.2022 22:00;0,27;Metered;0,9;;;0,27;0,9
1.5.2022 23:00;0,26;Metered;1,0;;;0,26;1,0
2.5.2022 00:00;1,03;Metered;1,6;;;1,03;1,6
2.5.2022 01:00;0,42;Metered;1,2;;;0,42;1,2
2.5.2022 02:00;0,07;Metered;0,9;;;0,07;0,9
2.5.2022 03:00;0,14;Metered;2,1;;;0,14;2,1
2.5.2022 04:00;0,09;Metered;2,1;;;0,09;2,1
2.5.2022 05:00;0,12;Metered;2,1;;;0,12;2,1
2.5.2022 06:00;0,09;Metered;2,3;;;0,09;2,3
2.5.2022 07:00;0,14;Metered;3,6;;;0,14;3,6
2.5.2022 08:00;0,44;Metered;5,0;;;0,44;5,0
2.5.2022 09:00;0,20;Metered;5,5;;;0,20;5,5
2.5.2022 10:00;0,17;Metered;6,9;;;0,17;6,9
2.5.2022 11:00;0,11;Metered;7,6;;;0,11;7,6
2.5.2022 12:00;0,18;Metered;8,3;;;0,18;8,3
2.5.2022 13:00;0,21;Metered;7,2;;;0,21;7,2
2.5.2022 14:00;0,16;Metered;3,7;;;0,16;3,7
2.5.2022 15:00;0,12;Metered;3,5;;;0,12;3,5
2.5.2022 16:00;0,14;Metered;6,1;;;0,14;6,1
2.5.2022 17:00;0,13;Metered;5,1;;;0,13;5,1
2.5.2022 18:00;0,21;Metered;4,6;;;0,21;4,6
2.5.2022 19:00;0,14;Metered;4,5;;;0,14;4,5
2.5.2022 20:00;0,11;Metered;4,4;;;0,11;4,4
2.5.2022 21:00;0,24;Metered;2,7;;;0,24;2,7
2.5.2022 22:00;1,00;Metered;1,3;;;1,00;1,3
2.5.2022 23:00;0,33;Metered;1,6;;;0,33;1,6
3.5.2022 00:00;1,12;Metered;0,8;;;1,12;0,8
3.5.2022 01:00;0,45;Metered;0,2;;;0,45;0,2
3.5.2022 02:00;0,18;Metered;-0,1;;;0,18;-0,1
3.5.2022 03:00;0,19;Metered;-0,7;;;0,19;-0,7
3.5.2022 04:00;0,19;Metered;-0,4;;;0,19;-0,4
3.5.2022 05:00;0,19;Metered;-0,4;;;0,19;-0,4
3.5.2022 06:00;0,18;Metered;-0,7;;;0,18;-0,7
3.5.2022 07:00;0,18;Metered;-1,3;;;0,18;-1,3
3.5.2022 08:00;0,22;Metered;-1,3;;;0,22;-1,3
3.5.2022 09:00;0,28;Metered;-0,7;;;0,28;-0,7
3.5.2022 10:00;0,51;Metered;-0,1;;;0,51;-0,1
3.5.2022 11:00;0,23;Metered;0,5;;;0,23;0,5
3.5.2022 12:00;0,50;Metered;1,6;;;0,50;1,6
3.5.2022 13:00;0,36;Metered;2,2;;;0,36;2,2
3.5.2022 14:00;0,21;Metered;2,5;;;0,21;2,5
3.5.2022 15:00;0,13;Metered;3,4;;;0,13;3,4
3.5.2022 16:00;0,27;Metered;2,4;;;0,27;2,4
3.5.2022 17:00;0,18;Metered;2,5;;;0,18;2,5
3.5.2022 18:00;0,15;Metered;2,6;;;0,15;2,6
3.5.2022 19:00;0,12;Metered;2,3;;;0,12;2,3
3.5.2022 20:00;0,09;Metered;1,6;;;0,09;1,6
3.5.2022 21:00;0,14;Metered;1,7;;;0,14;1,7
3.5.2022 22:00;0,15;Metered;0,3;;;0,15;0,3
3.5.2022 23:00;0,24;Metered;0,3;;;0,24;0,3
4.5.2022 00:00;0,82;Metered;0,4;;;0,82;0,4
4.5.2022 01:00;0,62;Metered;-0,3;;;0,62;-0,3
4.5.2022 02:00;0,09;Metered;-1,8;;;0,09;-1,8
4.5.2022 03:00;0,10;Metered;-3,1;;;0,10;-3,1
4.5.2022 04:00;0,13;Metered;-4,6;;;0,13;-4,6
4.5.2022 05:00;0,08;Metered;-4,9;;;0,08;-4,9
4.5.2022 06:00;0,12;Metered;-3,8;;;0,12;-3,8
4.5.2022 07:00;0,14;Metered;0,3;;;0,14;0,3
4.5.2022 08:00;0,13;Metered;1,4;;;0,13;1,4
4.5.2022 09:00;0,83;Metered;2,3;;;0,83;2,3
4.5.2022 10:00;0,16;Metered;2,2;;;0,16;2,2
4.5.2022 11:00;0,09;Metered;3,0;;;0,09;3,0
4.5.2022 12:00;0,64;Metered;3,9;;;0,64;3,9
4.5.2022 13:00;0,21;Metered;4,4;;;0,21;4,4
4.5.2022 14:00;0,10;Metered;4,2;;;0,10;4,2
4.5.2022 15:00;0,15;Metered;3,9;;;0,15;3,9
4.5.2022 16:00;0,41;Metered;3,6;;;0,41;3,6
4.5.2022 17:00;0,15;Metered;3,1;;;0,15;3,1
4.5.2022 18:00;0,14;Metered;2,8;;;0,14;2,8
4.5.2022 19:00;0,15;Metered;2,4;;;0,15;2,4
4.5.2022 20:00;0,84;Metered;2,0;;;0,84;2,0
4.5.2022 21:00;0,65;Metered;1,4;;;0,65;1,4
4.5.2022 22:00;0,21;Metered;0,2;;;0,21;0,2
4.5.2022 23:00;0,18;Metered;-0,5;;;0,18;-0,5
5.5.2022 00:00;1,28;Metered;-2,2;;;1,28;-2,2
5.5.2022 01:00;0,14;Metered;-2,3;;;0,14;-2,3
5.5.2022 02:00;0,13;Metered;-3,1;;;0,13;-3,1
5.5.2022 03:00;0,11;Metered;-3,5;;;0,11;-3,5
5.5.2022 04:00;0,09;Metered;-4,0;;;0,09;-4,0
5.5.2022 05:00;0,12;Metered;-2,9;;;0,12;-2,9
5.5.2022 06:00;0,09;Metered;-2,9;;;0,09;-2,9
5.5.2022 07:00;0,11;Metered;0,1;;;0,11;0,1
