Time;Yksiaikainen (kWh);Status;Temperature;Temperature;Yksiaikainen (kWh);Energy(kWh);Temperature
28.4.2023 23:00;0,65;Metered;0,0;;;0,65;0,0
29.4.2023 00:00;0,49;Metered;0,0;;;0,49;0,0
29.4.2023 01:00;0,11;Metered;0,0;;;0,11;0,0
29.4.2023 02:00;0,08;Metered;0,0;;;0,08;0,0
29.4.2023 03:00;0,07;Metered;-0,1;;;0,07;-0,1
29.4.2023 04:00;0,10;Metered;-0,1;;;0,10;-0,1
29.4.2023 05:00;0,09;Metered;-0,1;;;0,09;-0,1
29.4.2023 06:00;0,06;Metered;-0,1;;;0,06;-0,1
29.4.2023 07:00;0,09;Metered;0,2;;;0,09;0,2
29.4.2023 08:00;0,09;Metered;1,1;;;0,09;1,1
29.4.2023 09:00;0,14;Metered;-0,1;;;0,14;-0,1
29.4.2023 10:00;0,86;Metered;0,3;;;0,86;0,3
29.4.2023 11:00;0,13;Metered;0,4;;;0,13;0,4
29.4.2023 12:00;0,13;Metered;0,6;;;0,13;0,6
29.4.2023 13:00;0,09;Metered;1,1;;;0,09;1,1
29.4.2023 14:00;0,09;Metered;1,5;;;0,09;1,5
29.4.2023 15:00;0,09;Metered;2,0;;;0,09;2,0
29.4.2023 16:00;0,08;Metered;2,5;;;0,08;2,5
29.4.2023 17:00;0,07;Metered;2,5;;;0,07;2,5
29.4.2023 18:00;0,09;Metered;2,7;;;0,09;2,7
29.4.2023 19:00;0,09;Metered;2,9;;;0,09;2,9
29.4.2023 20:00;0,07;Metered;1,9;;;0,07;1,9
29.4.2023 21:00;0,66;Metered;1,5;;;0,66;1,5
29.4.2023 22:00;0,18;Metered;1,2;;;0,18;1,2
29.4.2023 23:00;0,16;Metered;0,4;;;0,16;0,4
30.4.2023 00:00;0,19;Metered;-0,1;;;0,19;-0,1
30.4.2023 01:00;1,04;Metered;0,5;;;1,04;0,5
30.4.2023 02:00;0,13;Metered;-0,5;;;0,13;-0,5
30.4.2023 03:00;0,42;Metered;-1,2;;;0,42;-1,2
30.4.2023 04:00;0,10;Metered;-1,3;;;0,10;-1,3
30.4.2023 05:00;0,09;Metered;-0,5;;;0,09;-0,5
30.4.2023 06:00;0,07;Metered;0,4;;;0,07;0,4
30.4.2023 07:00;0,07;Metered;1,5;;;0,07;1,5
30.4.2023 08:00;0,16;Metered;2,7;;;0,16;2,7
30.4.2023 09:00;0,09;Metered;2,7;;;0,09;2,7
30.4.2023 10:00;0,06;Metered;3,3;;;0,06;3,3
30.4.2023 11:00;0,94;Metered;3,6;;;0,94;3,6
30.4.2023 12:00;0,17;Metered;4,3;;;0,17;4,3
30.4.2023 13:00;0,11;Metered;3,5;;;0,11;3,5
30.4.2023 14:00;0,14;Metered;3,1;;;0,14;3,1
30.4.2023 15:00;0,18;Metered;2,7;;;0,18;2,7
30.4.2023 16:00;0,23;Metered;2,7;;;0,23;2,7
30.4.2023 17:00;0,28;Metered;2,8;;;0,28;2,8
30.4.2023 18:00;0,39;Metered;3,0;;;0,39;3,0
30.4.2023 19:00;0,18;Metered;3,2;;;0,18;3,2
30.4.2023 20:00;0,12;Metered;2,6;;;0,12;2,6
30.4.2023 21:00;0,11;Metered;1,9;;;0,11;1,9
30.4.2023 22:00;0,09;Metered;1,4;;;0,09;1,4
30.4.2023 23:00;0,17;Metered;1,2;;;0,17;1,2
1.5.2023 00:00;0,18;Metered;0,4;;;0,18;0,4
1.5.2023 01:00;0,08;Metered;0,6;;;0,08;0,6
1.5.2023 02:00;0,07;Metered;0,5;;;0,07;0,5
1.5.2023 03:00;0,09;Metered;0,5;;;0,09;0,5
1.5.2023 04:00;0,09;Metered;0,8;;;0,09;0,8
1.5.2023 05:00;0,06;Metered;1,1;;;0,06;1,1
1.5.2023 06:00;0,09;Metered;1,1;;;0,09;1,1
1.5.2023 07:00;0,09;Metered;1,4;;;0,09;1,4
1.5.2023 08:00;0,56;Metered;2,2;;;0,56;2,2
1.5.2023 09:00;0,16;Metered;3,5;;;0,16;3,5
1.5.2023 10:00;0,72;Metered;3,8;;;0,72;3,8
1.5.2023 11:00;0,64;Metered;4,1;;;0,64;4,1
1.5.2023 12:00;0,11;Metered;4,6;;;0,11;4,6
1.5.2023 13:00;0,09;Metered;4,9;;;0,09;4,9
1.5.2023 14:00;0,10;Metered;7,0;;;0,10;7,0
1.5.2023 15:00;0,10;Metered;6,4;;;0,10;6,4
1.5.2023 16:00;0,06;Metered;5,9;;;0,06;5,9
1.5.2023 17:00;0,09;Metered;5,6;;;0,09;5,6
1.5.2023 18:00;0,46;Metered;5,2;;;0,46;5,2
1.5.2023 19:00;0,20;Metered;4,7;;;0,20;4,7
1.5.2023 20:00;0,27;Metered;3,8;;;0,27;3,8
1.5.2023 21:00;0,12;Metered;2,5;;;0,12;2,5
1.5.2023 22:00;0,14;Metered;0,4;;;0,14;0,4
1.5.2023 23:00;0,14;Metered;-2,1;;;0,14;-2,1
2.5.2023 00:00;0,14;Metered;-2,2;;;0,14;-2,2
2.5.2023 01:00;0,11;Metered;-2,2;;;0,11;-2,2
2.5.2023 02:00;0,09;Metered;-2,5;;;0,09;-2,5
2.5.2023 03:00;0,09;Metered;-2,9;;;0,09;-2,9
2.5.2023 04:00;0,07;Metered;-3,5;;;0,07;-3,5
2.5.2023 05:00;0,10;Metered;-3,8;;;0,10;-3,8
2.5.2023 06:00;0,10;Metered;-3,4;;;0,10;-3,4
2.5.2023 07:00;0,33;Metered;-0,4;;;0,33;-0,4
2.5.2023 08:00;0,13;Metered;1,6;;;0,13;1,6
2.5.2023 09:00;0,13;Metered;3,8;;;0,13;3,8
2.5.2023 10:00;0,13;Metered;5,4;;;0,13;5,4
2.5.2023 11:00;0,20;Metered;5,1;;;0,20;5,1
2.5.2023 12:00;0,10;Metered;6,2;;;0,10;6,2
2.5.2023 13:00;0,12;Metered;6,6;;;0,12;6,6
2.5.2023 14:00;0,91;Metered;7,3;;;0,91;7,3
2.5.2023 15:00;0,13;Metered;8,0;;;0,13;8,0
2.5.2023 16:00;0,13;Metered;6,7;;;0,13;6,7
2.5.2023 17:00;0,12;Metered;6,1;;;0,12;6,1
2.5.2023 18:00;0,10;Metered;5,9;;;0,10;5,9
2.5.2023 19:00;0,49;Metered;6,1;;;0,49;6,1
2.5.2023 20:00;0,33;Metered;5,0;;;0,33;5,0
2.5.2023 21:00;0,63;Metered;4,6;;;0,63;4,6
2.5.2023 22:00;0,46;Metered;2,9;;;0,46;2,9
2.5.2023 23:00;0,08;Metered;2,8;;;0,08;2,8
3.5.2023 00:00;0,12;Metered;3,4;;;0,12;3,4
3.5.2023 01:00;0,10;Metered;2,8;;;0,10;2,8
3.5.2023 02:00;0,10;Metered;2,3;;;0,10;2,3
3.5.2023 03:00;0,08;Metered;1,7;;;0,08;1,7
3.5.2023 04:00;0,11;Metered;1,3;;;0,11;1,3
3.5.2023 05:00;0,09;Metered;0,2;;;0,09;0,2
3.5.2023 06:00;0,07;Metered;0,2;;;0,07;0,2
3.5.2023 07:00;0,17;Metered;1,5;;;0,17;1,5
3.5.2023 08:00;0,22;Metered;2,3;;;0,22;2,3
3.5.2023 09:00;0,11;Metered;2,9;;;0,11;2,9
3.5.2023 10:00;0,10;Metered;3,2;;;0,10;3,2
3.5.2023 11:00;0,14;Metered;2,5;;;0,14;2,5
3.5.2023 12:00;0,37;Metered;2,6;;;0,37;2,6
3.5.2023 13:00;0,18;Metered;1,8;;;0,18;1,8
3.5.2023 14:00;0,59;Metered;1,8;;;0,59;1,8
3.5.2023 15:00;0,46;Metered;2,2;;;0,46;2,2
3.5.2023 16:00;0,63;Metered;2,2;;;0,63;2,2
3.5.2023 17:00;0,95;Metered;2,8;;;0,95;2,8
3.5.2023 18:00;0,18;Metered;2,8;;;0,18;2,8
3.5.2023 19:00;0,21;Metered;2,4;;;0,21;2,4
3.5.2023 20:00;0,61;Metered;1,5;;;0,61;1,5
3.5.2023 21:00;0,42;Metered;0,7;;;0,42;0,7
3.5.2023 22:00;0,09;Metered;0,5;;;0,09;0,5
3.5.2023 23:00;0,11;Metered;-0,1;;;0,11;-0,1
4.5.2023 00:00;0,09;Metered;-0,5;;;0,09;-0,5
4.5.2023 01:00;0,06;Metered;-1,0;;;0,06;-1,0
4.5.2023 02:00;0,09;Metered;-1,2;;;0,09;-1,2
4.5.2023 03:00;0,09;Metered;-1,1;;;0,09;-1,1
4.5.2023 04:00;0,08;Metered;-0,9;;;0,08;-0,9
4.5.2023 05:00;0,07;Metered;-0,8;;;0,07;-0,8
4.5.2023 06:00;0,09;Metered;-0,7;;;0,09;-0,7
4.5.2023 07:00;0,09;Metered;-0,9;;;0,09;-0,9
4.5.2023 08:00;0,53;Metered;-0,1;;;0,53;-0,1
4.5.2023 09:00;0,29;Metered;0,5;;;0,29;0,5
4.5.2023 10:00;0,13;Metered;-0,4;;;0,13;-0,4
4.5.2023 11:00;0,16;Metered;0,0;;;0,16;0,0
4.5.2023 12:00;0,10;Metered;0,3;;;0,10;0,3
4.5.2023 13:00;0,66;Metered;1,5;;;0,66;1,5
4.5.2023 14:00;0,46;Metered;1,6;;;0,46;1,6
4.5.2023 15:00;0,09;Metered;1,5;;;0,09;1,5
4.5.2023 16:00;0,10;Metered;1,7;;;0,10;1,7
4.5.2023 17:00;0,13;Metered;1,5;;;0,13;1,5
4.5.2023 18:00;0,44;Metered;1,5;;;0,44;1,5
4.5.2023 19:00;0,36;Metered;1,3;;;0,36;1,3
4.5.2023 20:00;0,73;Metered;1,2;;;0,73;1,2
4.5.2023 21:00;0,21;Metered;0,4;;;0,21;0,4
4.5.2023 22:00;0,24;Metered;0,0;;;0,24;0,0
4.5.2023 23:00;0,14;Metered;-0,6;;;0,14;-0,6
5.5.2023 00:00;0,08;Metered;-1,1;;;0,08;-1,1
5.5.2023 01:00;0,09;Metered;-2,0;;;0,09;-2,0
5.5.2023 02:00;0,10;Metered;-1,6;;;0,10;-1,6
5.5.2023 03:00;0,09;Metered;-1,5;;;0,09;-1,5
5.5.2023 04:00;0,07;Metered;-0,9;;;0,07;-0,9
5.5.2023 05:00;0,08;Metered;-1,6;;;0,08;-1,6
5.5.2023 06:00;0,09;Metered;-0,9;;;0,09;-0,9
5.5.2023 07:00;0,13;Metered;-0,1;;;0,13;-0,1
5.5.2023 08:00;1,18;Metered;1,1;;;1,18;1,1
5.5.2023 09:00;0,13;Metered;1,6;;;0,13;1,6
5.5.2023 10:00;0,35;Metered;2,8;;;0,35;2,8
5.5.2023 11:00;0,14;Metered;3,6;;;0,14;3,6
5.5.2023 12:00;0,26;Metered;3,4;;;0,26;3,4
5.5.2023 13:00;0,35;Metered;4,1;;;0,35;4,1
5.5.2023 14:00;0,16;Metered;4,8;;;0,16;4,8
5.5.2023 15:00;0,15;Metered;5,0;;;0,15;5,0
5.5.2023 16:00;0,55;Metered;5,3;;;0,55;5,3
5.5.2023 17:00;0,21;Metered;5,3;;;0,21;5,3
5.5.2023 18:00;0,12;Metered;4,3;;;0,12;4,3
5.5.2023 19:00;0,10;Metered;3,3;;;0,10;3,3
5.5.2023 20:00;0,97;Metered;2,8;;;0,97;2,8
5.5.2023 21:00;0,15;Metered;1,9;;;0,15;1,9
5.5.2023 22:00;0,17;Metered;1,0;;;0,17;1,0
5.5.2023 23:00;0,16;Metered;0,8;;;0,16;0,8
6.5.2023 00:00;0,15;Metered;0,4;;;0,15;0,4
6.5.2023 01:00;0,12;Metered;-0,2;;;0,12;-0,2
6.5.2023 02:00;0,16;Metered;-0,8;;;0,16;-0,8
6.5.2023 03:00;0,15;Metered;-1,2;;;0,15;-1,2
6.5.2023 04:00;0,15;Metered;-1,1;;;0,15;-1,1
6.5.2023 05:00;0,08;Metered;-0,9;;;0,08;-0,9
6.5.2023 06:00;0,10;Metered;0,2;;;0,10;0,2
6.5.2023 07:00;0,11;Metered;1,8;;;0,11;1,8
6.5.2023 08:00;0,09;Metered;3,1;;;0,09;3,1
6.5.2023 09:00;0,08;Metered;3,9;;;0,08;3,9
6.5.2023 10:00;0,10;Metered;5,3;;;0,10;5,3
6.5.2023 11:00;0,10;Metered;7,0;;;0,10;7,0
6.5.2023 12:00;0,64;Metered;7,4;;;0,64;7,4
6.5.2023 13:00;0,35;Metered;7,1;;;0,35;7,1
6.5.2023 14:00;0,33;Metered;6,9;;;0,33;6,9
6.5.2023 15:00;0,18;Metered;6,3;;;0,18;6,3
6.5.2023 16:00;0,08;Metered;6,0;;;0,08;6,0
6.5.2023 17:00;0,09;Metered;5,0;;;0,09;5,0
6.5.2023 18:00;0,16;Metered;4,5;;;0,16;4,5
6.5.2023 19:00;0,08;Metered;4,3;;;0,08;4,3
6.5.2023 20:00;0,08;Metered;3,7;;;0,08;3,7
6.5.2023 21:00;0,09;Metered;1,9;;;0,09;1,9
6.5.2023 22:00;0,10;Metered;-1,2;;;0,10;-1,2
6.5.2023 23:00;0,07;Metered;-2,9;;;0,07;-2,9
7.5.2023 00:00;0,09;Metered;-3,6;;;0,09;-3,6
7.5.2023 01:00;0,09;Metered;-3,9;;;0,09;-3,9
7.5.2023 02:00;0,09;Metered;-4,4;;;0,09;-4,4
7.5.2023 03:00;0,07;Metered;-4,8;;;0,07;-4,8
7.5.2023 04:00;0,10;Metered;-5,2;;;0,10;-5,2
7.5.2023 05:00;0,09;Metered;-5,4;;;0,09;-5,4
7.5.2023 06:00;0,07;Metered;-3,7;;;0,07;-3,7
7.5.2023 07:00;0,09;Metered;-0,6;;;0,09;-0,6
7.5.2023 08:00;0,10;Metered;2,5;;;0,10;2,5
7.5.2023 09:00;0,08;Metered;4,5;;;0,08;4,5
7.5.2023 10:00;0,08;Metered;6,5;;;0,08;6,5
7.5.2023 11:00;0,26;Metered;7,8;;;0,26;7,8
7.5.2023 12:00;0,13;Metered;9,5;;;0,13;9,5
7.5.2023 13:00;0,05;Metered;7,0;;;0,05;7,0
7.5.2023 14:00;0,09;Metered;7,5;;;0,09;7,5
7.5.2023 15:00;0,09;Metered;7,9;;;0,09;7,9
7.5.2023 16:00;0,08;Metered;7,9;;;0,08;7,9
7.5.2023 17:00;0,07;Metered;8,7;;;0,07;8,7
7.5.2023 18:00;0,09;Metered;7,7;;;0,09;7,7
7.5.2023 19:00;0,09;Metered;8,5;;;0,09;8,5
7.5.2023 20:00;0,06;Metered;7,1;;;0,06;7,1
7.5.2023 21:00;0,09;Metered;5,8;;;0,09;5,8
7.5.2023 22:00;0,09;Metered;3,9;;;0,09;3,9
7.5.2023 23:00;0,13;Metered;2,4;;;0,13;2,4
8.5.2023 00:00;0,08;Metered;1,0;;;0,08;1,0
8.5.2023 01:00;0,10;Metered;0,7;;;0,10;0,7
8.5.2023 02:00;0,10;Metered;2,2;;;0,10;2,2
8.5.2023 03:00;0,07;Metered;3,2;;;0,07;3,2
8.5.2023 04:00;0,09;Metered;2,6;;;0,09;2,6
8.5.2023 05:00;0,09;Metered;1,1;;;0,09;1,1
8.5.2023 06:00;0,08;Metered;1,7;;;0,08;1,7
8.5.2023 07:00;0,08;Metered;4,0;;;0,08;4,0
8.5.2023 08:00;0,51;Metered;5,0;;;0,51;5,0
8.5.2023 09:00;0,26;Metered;7,1;;;0,26;7,1
8.5.2023 10:00;0,13;Metered;8,1;;;0,13;8,1
8.5.2023 11:00;0,17;Metered;9,9;;;0,17;9,9
8.5.2023 12:00;0,15;Metered;9,8;;;0,15;9,8
8.5.2023 13:00;0,69;Metered;9,6;;;0,69;9,6
8.5.2023 14:00;1,10;Metered;9,8;;;1,10;9,8
8.5.2023 15:00;0,19;Metered;9,9;;;0,19;9,9
8.5.2023 16:00;0,17;Metered;10,1;;;0,17;10,1
8.5.2023 17:00;0,12;Metered;9,8;;;0,12;9,8
8.5.2023 18:00;0,21;Metered;10,2;;;0,21;10,2
8.5.2023 19:00;0,35;Metered;9,5;;;0,35;9,5
8.5.2023 20:00;0,14;Metered;9,7;;;0,14;9,7
8.5.2023 21:00;0,17;Metered;8,3;;;0,17;8,3
8.5.2023 22:00;0,55;Metered;5,9;;;0,55;5,9
8.5.2023 23:00;0,49;Metered;4,0;;;0,49;4,0
9.5.2023 00:00;0,11;Metered;4,1;;;0,11;4,1
9.5.2023 01:00;0,10;Metered;4,6;;;0,10;4,6
9.5.2023 02:00;0,08;Metered;3,6;;;0,08;3,6
9.5.2023 03:00;0,10;Metered;2,4;;;0,10;2,4
9.5.2023 04:00;0,09;Metered;2,0;;;0,09;2,0
9.5.2023 05:00;0,07;Metered;1,9;;;0,07;1,9
9.5.2023 06:00;0,09;Metered;3,5;;;0,09;3,5
9.5.2023 07:00;0,39;Metered;6,8;;;0,39;6,8
9.5.2023 08:00;0,25;Metered;8,9;;;0,25;8,9
9.5.2023 09:00;0,14;Metered;11,1;;;0,14;11,1
9.5.2023 10:00;0,13;Metered;11,9;;;0,13;11,9
9.5.2023 11:00;0,13;Metered;11,7;;;0,13;11,7
9.5.2023 12:00;1,05;Metered;12,8;;;1,05;12,8
9.5.2023 13:00;0,12;Metered;12,7;;;0,12;12,7
9.5.2023 14:00;0,13;Metered;12,7;;;0,13;12,7
9.5.2023 15:00;0,40;Metered;14,8;;;0,40;14,8
9.5.2023 16:00;0,10;Metered;15,1;;;0,10;15,1
9.5.2023 17:00;1,07;Metered;13,2;;;1,07;13,2
9.5.2023 18:00;1,85;Metered;13,4;;;1,85;13,4
9.5.2023 19:00;0,08;Metered;13,3;;;0,08;13,3
9.5.2023 20:00;0,11;Metered;13,4;;;0,11;13,4
9.5.2023 21:00;0,11;Metered;11,8;;;0,11;11,8
9.5.2023 22:00;0,57;Metered;8,6;;;0,57;8,6
9.5.2023 23:00;0,49;Metered;7,2;;;0,49;7,2
10.5.2023 00:00;0,12;Metered;8,2;;;0,12;8,2
10.5.2023 01:00;0,09;Metered;8,4;;;0,09;8,4
10.5.2023 02:00;0,11;Metered;8,4;;;0,11;8,4
10.5.2023 03:00;0,11;Metered;8,7;;;0,11;8,7
10.5.2023 04:00;0,10;Metered;8,1;;;0,10;8,1
10.5.2023 05:00;0,08;Metered;7,0;;;0,08;7,0
10.5.2023 06:00;0,10;Metered;7,5;;;0,10;7,5
10.5.2023 07:00;0,42;Metered;9,0;;;0,42;9,0
10.5.2023 08:00;0,21;Metered;10,9;;;0,21;10,9
10.5.2023 09:00;0,13;Metered;10,0;;;0,13;10,0
10.5.2023 10:00;0,13;Metered;9,2;;;0,13;9,2
10.5.2023 11:00;0,16;Metered;10,1;;;0,16;10,1
10.5.2023 12:00;1,09;Metered;13,3;;;1,09;13,3
10.5.2023 13:00;0,71;Metered;15,5;;;0,71;15,5
10.5.2023 14:00;0,21;Metered;18,5;;;0,21;18,5
10.5.2023 15:00;0,41;Metered;19,6;;;0,41;19,6
10.5.2023 16:00;0,21;Metered;16,1;;;0,21;16,1
10.5.2023 17:00;1,12;Metered;17,8;;;1,12;17,8
10.5.2023 18:00;1,03;Metered;15,0;;;1,03;15,0
10.5.2023 19:00;0,43;Metered;14,6;;;0,43;14,6
10.5.2023 20:00;0,23;Metered;13,4;;;0,23;13,4
10.5.2023 21:00;0,60;Metered;13,3;;;0,60;13,3
10.5.2023 22:00;0,45;Metered;12,4;;;0,45;12,4
10.5.2023 23:00;0,10;Metered;11,4;;;0,10;11,4
11.5.2023 00:00;0,11;Metered;11,3;;;0,11;11,3
11.5.2023 01:00;0,10;Metered;10,6;;;0,10;10,6
11.5.2023 02:00;0,07;Metered;8,7;;;0,07;8,7
11.5.2023 03:00;0,11;Metered;7,4;;;0,11;7,4
11.5.2023 04:00;0,11;Metered;6,2;;;0,11;6,2
11.5.2023 05:00;0,08;Metered;5,1;;;0,08;5,1
11.5.2023 06:00;0,09;Metered;7,1;;;0,09;7,1
11.5.2023 07:00;0,11;Metered;10,5;;;0,11;10,5
11.5.2023 08:00;0,52;Metered;12,4;;;0,52;12,4
11.5.2023 09:00;0,17;Metered;12,4;;;0,17;12,4
11.5.2023 10:00;0,15;Metered;14,3;;;0,15;14,3
11.5.2023 11:00;0,17;Metered;15,5;;;0,17;15,5
11.5.2023 12:00;0,12;Metered;16,2;;;0,12;16,2
11.5.2023 13:00;0,17;Metered;16,3;;;0,17;16,3
11.5.2023 14:00;1,61;Metered;17,9;;;1,61;17,9
11.5.2023 15:00;0,11;Metered;17,7;;;0,11;17,7
11.5.2023 16:00;0,09;Metered;17,0;;;0,09;17,0
11.5.2023 17:00;0,19;Metered;16,2;;;0,19;16,2
11.5.2023 18:00;0,33;Metered;15,9;;;0,33;15,9
11.5.2023 19:00;0,10;Metered;14,9;;;0,10;14,9
11.5.2023 20:00;0,41;Metered;14,1;;;0,41;14,1
11.5.2023 21:00;0,64;Metered;12,7;;;0,64;12,7
11.5.2023 22:00;0,49;Metered;11,6;;;0,49;11,6
11.5.2023 23:00;0,14;Metered;10,9;;;0,14;10,9
12.5.2023 00:00;0,11;Metered;10,2;;;0,11;10,2
12.5.2023 01:00;0,11;Metered;9,8;;;0,11;9,8
12.5.2023 02:00;0,12;Metered;9,5;;;0,12;9,5
12.5.2023 03:00;0,07;Metered;9,0;;;0,07;9,0
12.5.2023 04:00;0,10;Metered;7,8;;;0,10;7,8
12.5.2023 05:00;0,10;Metered;5,8;;;0,10;5,8
12.5.2023 06:00;0,08;Metered;6,0;;;0,08;6,0
12.5.2023 07:00;0,30;Metered;7,2;;;0,30;7,2
12.5.2023 08:00;0,24;Metered;8,2;;;0,24;8,2
12.5.2023 09:00;0,20;Metered;9,7;;;0,20;9,7
12.5.2023 10:00;0,13;Metered;12,6;;;0,13;12,6
12.5.2023 11:00;0,11;Metered;11,7;;;0,11;11,7
12.5.2023 12:00;0,12;Metered;15,0;;;0,12;15,0
12.5.2023 13:00;0,98;Metered;15,1;;;0,98;15,1
12.5.2023 14:00;0,31;Metered;15,2;;;0,31;15,2
12.5.2023 15:00;0,12;Metered;14,9;;;0,12;14,9
12.5.2023 16:00;0,12;Metered;14,2;;;0,12;14,2
12.5.2023 17:00;0,11;Metered;13,2;;;0,11;13,2
12.5.2023 18:00;0,09;Metered;13,2;;;0,09;13,2
12.5.2023 19:00;0,65;Metered;12,2;;;0,65;12,2
12.5.2023 20:00;0,75;Metered;11,6;;;0,75;11,6
12.5.2023 21:00;0,10;Metered;8,3;;;0,10;8,3
12.5.2023 22:00;0,10;Metered;6,6;;;0,10;6,6
12.5.2023 23:00;0,10;Metered;4,1;;;0,10;4,1
13.5.2023 00:00;0,07;Metered;2,4;;;0,07;2,4
13.5.2023 01:00;0,08;Metered;0,7;;;0,08;0,7
13.5.2023 02:00;0,13;Metered;0,7;;;0,13;0,7
13.5.2023 03:00;0,11;Metered;0,9;;;0,11;0,9
13.5.2023 04:00;0,07;Metered;0,0;;;0,07;0,0
13.5.2023 05:00;0,08;Metered;0,6;;;0,08;0,6
13.5.2023 06:00;0,09;Metered;3,0;;;0,09;3,0
13.5.2023 07:00;0,08;Metered;7,0;;;0,08;7,0
13.5.2023 08:00;0,06;Metered;10,4;;;0,06;10,4
13.5.2023 09:00;0,09;Metered;13,0;;;0,09;13,0
13.5.2023 10:00;0,16;Metered;15,3;;;0,16;15,3
13.5.2023 11:00;1,70;Metered;17,3;;;1,70;17,3
13.5.2023 12:00;0,50;Metered;18,1;;;0,50;18,1
13.5.2023 13:00;0,69;Metered;18,2;;;0,69;18,2
13.5.2023 14:00;0,59;Metered;18,7;;;0,59;18,7
13.5.2023 15:00;0,99;Metered;17,7;;;0,99;17,7
13.5.2023 16:00;0,75;Metered;17,6;;;0,75;17,6
13.5.2023 17:00;0,85;Metered;17,1;;;0,85;17,1
13.5.2023 18:00;0,14;Metered;15,4;;;0,14;15,4
13.5.2023 19:00;0,98;Metered;15,7;;;0,98;15,7
13.5.2023 20:00;0,78;Metered;15,7;;;0,78;15,7
13.5.2023 21:00;0,13;Metered;12,9;;;0,13;12,9
13.5.2023 22:00;0,20;Metered;9,9;;;0,20;9,9
13.5.2023 23:00;0,20;Metered;6,1;;;0,20;6,1
14.5.2023 00:00;0,19;Metered;4,5;;;0,19;4,5
14.5.2023 01:00;0,55;Metered;4,1;;;0,55;4,1
14.5.2023 02:00;0,43;Metered;3,8;;;0,43;3,8
14.5.2023 03:00;0,11;Metered;3,4;;;0,11;3,4
14.5.2023 04:00;0,11;Metered;3,6;;;0,11;3,6
14.5.2023 05:00;0,09;Metered;2,7;;;0,09;2,7
14.5.2023 06:00;0,08;Metered;4,1;;;0,08;4,1
14.5.2023 07:00;0,11;Metered;8,5;;;0,11;8,5
14.5.2023 08:00;0,11;Metered;11,5;;;0,11;11,5
14.5.2023 09:00;0,13;Metered;13,2;;;0,13;13,2
14.5.2023 10:00;0,72;Metered;16,1;;;0,72;16,1
14.5.2023 11:00;0,28;Metered;18,0;;;0,28;18,0
14.5.2023 12:00;0,22;Metered;16,1;;;0,22;16,1
14.5.2023 13:00;0,14;Metered;17,7;;;0,14;17,7
14.5.2023 14:00;0,49;Metered;17,6;;;0,49;17,6
14.5.2023 15:00;0,16;Metered;17,1;;;0,16;17,1
14.5.2023 16:00;0,14;Metered;15,7;;;0,14;15,7
14.5.2023 17:00;0,11;Metered;16,0;;;0,11;16,0
14.5.2023 18:00;0,11;Metered;15,9;;;0,11;15,9
14.5.2023 19:00;0,25;Metered;16,2;;;0,25;16,2
14.5.2023 20:00;0,14;Metered;16,2;;;0,14;16,2
14.5.2023 21:00;0,17;Metered;14,8;;;0,17;14,8
14.5.2023 22:00;0,14;Metered;10,7;;;0,14;10,7
14.5.2023 23:00;0,10;Metered;7,6;;;0,10;7,6
15.5.2023 00:00;0,07;Metered;6,1;;;0,07;6,1
15.5.2023 01:00;0,09;Metered;5,1;;;0,09;5,1
15.5.2023 02:00;0,10;Metered;4,6;;;0,10;4,6
15.5.2023 03:00;0,08;Metered;4,5;;;0,08;4,5
15.5.2023 04:00;0,08;Metered;4,3;;;0,08;4,3
15.5.2023 05:00;0,09;Metered;3,2;;;0,09;3,2
15.5.2023 06:00;0,11;Metered;6,8;;;0,11;6,8
15.5.2023 07:00;0,11;Metered;9,8;;;0,11;9,8
15.5.2023 08:00;0,13;Metered;12,6;;;0,13;12,6
15.5.2023 09:00;0,18;Metered;15,2;;;0,18;15,2
15.5.2023 10:00;0,14;Metered;17,8;;;0,14;17,8
15.5.2023 11:00;0,11;Metered;19,6;;;0,11;19,6
15.5.2023 12:00;0,67;Metered;21,9;;;0,67;21,9
15.5.2023 13:00;0,44;Metered;22,4;;;0,44;22,4
15.5.2023 14:00;0,20;Metered;21,2;;;0,20;21,2
15.5.2023 15:00;0,19;Metered;21,3;;;0,19;21,3
15.5.2023 16:00;0,46;Metered;21,7;;;0,46;21,7
15.5.2023 17:00;1,38;Metered;19,3;;;1,38;19,3
15.5.2023 18:00;0,17;Metered;16,3;;;0,17;16,3
15.5.2023 19:00;0,49;Metered;18,2;;;0,49;18,2
15.5.2023 20:00;0,57;Metered;16,4;;;0,57;16,4
15.5.2023 21:00;0,26;Metered;15,4;;;0,26;15,4
15.5.2023 22:00;0,50;Metered;12,0;;;0,50;12,0
15.5.2023 23:00;0,13;Metered;10,4;;;0,13;10,4
16.5.2023 00:00;0,09;Metered;9,1;;;0,09;9,1
16.5.2023 01:00;0,09;Metered;7,9;;;0,09;7,9
16.5.2023 02:00;0,11;Metered;8,7;;;0,11;8,7
16.5.2023 03:00;0,09;Metered;8,7;;;0,09;8,7
16.5.2023 04:00;0,08;Metered;8,1;;;0,08;8,1
16.5.2023 05:00;0,10;Metered;7,4;;;0,10;7,4
16.5.2023 06:00;0,11;Metered;8,9;;;0,11;8,9
16.5.2023 07:00;0,41;Metered;10,7;;;0,41;10,7
16.5.2023 08:00;0,24;Metered;13,1;;;0,24;13,1
16.5.2023 09:00;0,16;Metered;17,3;;;0,16;17,3
