Time;Price (cent/kWh)
12/04/2024 6.59;4,9
12/04/2024 7.59;5,854
12/04/2024 8.59;7,947
12/04/2024 9.59;8,133
12/04/2024 10.59;5,228
12/04/2024 11.59;3,998
12/04/2024 12.59;5,217
12/04/2024 13.59;5,688
12/04/2024 14.59;5,08
12/04/2024 15.59;3,587
12/04/2024 16.59;3,594
12/04/2024 17.59;4,886
12/04/2024 18.59;5,612
12/04/2024 19.59;3,827
12/04/2024 20.59;2,9
12/04/2024 21.59;2,377
12/04/2024 22.59;1,844
12/04/2024 23.59;0,61
13/04/2024 0.59;0,118
13/04/2024 1.59;0,1
13/04/2024 2.59;0,124
13/04/2024 3.59;0,37
13/04/2024 4.59;0,508
13/04/2024 5.59;1,241
13/04/2024 6.59;1,239
13/04/2024 7.59;2,067
13/04/2024 8.59;2,786
13/04/2024 9.59;1,091
13/04/2024 10.59;0,026
13/04/2024 11.59;-0,003
13/04/2024 12.59;0
13/04/2024 13.59;-0,006
13/04/2024 14.59;-0,021
13/04/2024 15.59;-0,001
13/04/2024 16.59;0
13/04/2024 17.59;0,248
13/04/2024 18.59;2,816
13/04/2024 19.59;3,089
13/04/2024 20.59;3,111
13/04/2024 21.59;3,198
13/04/2024 22.59;2,554
13/04/2024 23.59;0,874
14/04/2024 0.59;0,053
14/04/2024 1.59;0,103
14/04/2024 2.59;0,113
14/04/2024 3.59;0,052
14/04/2024 4.59;0,061
14/04/2024 5.59;0,361
14/04/2024 6.59;1,556
14/04/2024 7.59;1,612
14/04/2024 8.59;2,005
14/04/2024 9.59;3,189
14/04/2024 10.59;3,832
14/04/2024 11.59;3,703
14/04/2024 12.59;2,769
14/04/2024 13.59;2,652
14/04/2024 14.59;3,291
14/04/2024 15.59;3,331
14/04/2024 16.59;2,887
14/04/2024 17.59;2,481
14/04/2024 18.59;2,616
14/04/2024 19.59;1,729
14/04/2024 20.59;0,18
14/04/2024 21.59;0
14/04/2024 22.59;-0,005
14/04/2024 23.59;-0,015
15/04/2024 0.59;-0,173
15/04/2024 1.59;-0,169
15/04/2024 2.59;-0,058
15/04/2024 3.59;-0,006
15/04/2024 4.59;0,03
15/04/2024 5.59;2,094
15/04/2024 6.59;5,063
15/04/2024 7.59;7,965
15/04/2024 8.59;12,9
15/04/2024 9.59;6,143
15/04/2024 10.59;6,175
15/04/2024 11.59;5,671
15/04/2024 12.59;5,332
15/04/2024 13.59;4,078
15/04/2024 14.59;2,418
15/04/2024 15.59;3,713
15/04/2024 16.59;4,412
15/04/2024 17.59;5,59
15/04/2024 18.59;5,504
15/04/2024 19.59;5,818
15/04/2024 20.59;5,56
15/04/2024 21.59;5,695
15/04/2024 22.59;5,591
15/04/2024 23.59;4,341
16/04/2024 0.59;3,85
16/04/2024 1.59;2,206
16/04/2024 2.59;0,825
16/04/2024 3.59;0,681
16/04/2024 4.59;2,22
16/04/2024 5.59;4,491
16/04/2024 6.59;6,076
16/04/2024 7.59;9,208
16/04/2024 8.59;9,208
16/04/2024 9.59;8,036
16/04/2024 10.59;8,872
16/04/2024 11.59;6,821
16/04/2024 12.59;5,369
16/04/2024 13.59;5,254
16/04/2024 14.59;5,358
16/04/2024 15.59;6,018
16/04/2024 16.59;6,407
16/04/2024 17.59;6,82
16/04/2024 18.59;11,522
16/04/2024 19.59;14,135
16/04/2024 20.59;13,442
16/04/2024 21.59;7,44
16/04/2024 22.59;6,726
16/04/2024 23.59;6,491
17/04/2024 0.59;7,113
17/04/2024 1.59;6,958
17/04/2024 2.59;6,902
17/04/2024 3.59;6,876
17/04/2024 4.59;6,906
17/04/2024 5.59;7,294
17/04/2024 6.59;13,564
17/04/2024 7.59;20,57
17/04/2024 8.59;18,78
17/04/2024 9.59;12,519
17/04/2024 10.59;10,154
17/04/2024 11.59;9,717
17/04/2024 12.59;9,957
17/04/2024 13.59;9,651
17/04/2024 14.59;7,399
17/04/2024 15.59;7,357
17/04/2024 16.59;7,703
17/04/2024 17.59;8,061
17/04/2024 18.59;13,63
17/04/2024 19.59;11,159
17/04/2024 20.59;8,529
17/04/2024 21.59;8,681
17/04/2024 22.59;7,439
17/04/2024 23.59;7,405
18/04/2024 0.59;7,666
18/04/2024 1.59;7,743
18/04/2024 2.59;7,774
18/04/2024 3.59;7,816
18/04/2024 4.59;7,912
18/04/2024 5.59;11,59
18/04/2024 6.59;15,113
18/04/2024 7.59;19,319
18/04/2024 8.59;16,268
18/04/2024 9.59;12,539
18/04/2024 10.59;11,186
18/04/2024 11.59;10,4
18/04/2024 12.59;9,999
18/04/2024 13.59;9,573
18/04/2024 14.59;9,053
18/04/2024 15.59;8,767
18/04/2024 16.59;8,933
18/04/2024 17.59;10,085
18/04/2024 18.59;11,66
18/04/2024 19.59;15,53
18/04/2024 20.59;15,975
18/04/2024 21.59;13,134
18/04/2024 22.59;7,934
18/04/2024 23.59;7,575
19/04/2024 0.59;6,098
19/04/2024 1.59;6,462
19/04/2024 2.59;6,266
19/04/2024 3.59;5,983
19/04/2024 4.59;5,948
19/04/2024 5.59;6,086
19/04/2024 6.59;7,455
19/04/2024 7.59;13,563
19/04/2024 8.59;11,789
19/04/2024 9.59;10,076
19/04/2024 10.59;7,597
19/04/2024 11.59;7,103
19/04/2024 12.59;6,468
19/04/2024 13.59;6,035
19/04/2024 14.59;5,751
19/04/2024 15.59;5,866
19/04/2024 16.59;6,313
19/04/2024 17.59;7,062
19/04/2024 18.59;7,445
19/04/2024 19.59;7,361
19/04/2024 20.59;6,468
19/04/2024 21.59;6,165
19/04/2024 22.59;5,657
19/04/2024 23.59;5,215
20/04/2024 0.59;4,95
20/04/2024 1.59;4,794
20/04/2024 2.59;4,651
20/04/2024 3.59;4,411
20/04/2024 4.59;3,984
20/04/2024 5.59;3,132
20/04/2024 6.59;3,156
20/04/2024 7.59;4,438
20/04/2024 8.59;4,924
20/04/2024 9.59;5,116
20/04/2024 10.59;5,217
20/04/2024 11.59;4,765
20/04/2024 12.59;3,592
20/04/2024 13.59;1,529
20/04/2024 14.59;1,308
20/04/2024 15.59;2,273
20/04/2024 16.59;4,639
20/04/2024 17.59;5,356
20/04/2024 18.59;5,866
20/04/2024 19.59;7,74
20/04/2024 20.59;7,839
20/04/2024 21.59;7,852
20/04/2024 22.59;7,802
20/04/2024 23.59;6
21/04/2024 0.59;6,784
21/04/2024 1.59;7,046
21/04/2024 2.59;7,204
21/04/2024 3.59;7,403
21/04/2024 4.59;7,555
21/04/2024 5.59;7,625
21/04/2024 6.59;7,569
21/04/2024 7.59;7,445
21/04/2024 8.59;7,549
21/04/2024 9.59;6,787
21/04/2024 10.59;5,368
21/04/2024 11.59;5,266
21/04/2024 12.59;5,449
21/04/2024 13.59;5,225
21/04/2024 14.59;5,144
21/04/2024 15.59;5,199
21/04/2024 16.59;5,915
21/04/2024 17.59;7,276
21/04/2024 18.59;9,25
21/04/2024 19.59;11,081
21/04/2024 20.59;11,812
21/04/2024 21.59;11,293
21/04/2024 22.59;10,494
21/04/2024 23.59;9,015
22/04/2024 0.59;9,558
22/04/2024 1.59;8,679
22/04/2024 2.59;8,004
22/04/2024 3.59;7,983
22/04/2024 4.59;8,619
22/04/2024 5.59;10,59
22/04/2024 6.59;10,251
22/04/2024 7.59;16,218
22/04/2024 8.59;14,565
22/04/2024 9.59;12,034
22/04/2024 10.59;10,151
22/04/2024 11.59;10,074
22/04/2024 12.59;9,554
22/04/2024 13.59;8,898
22/04/2024 14.59;8,232
22/04/2024 15.59;8,198
22/04/2024 16.59;7,759
22/04/2024 17.59;7,24
22/04/2024 18.59;7,187
22/04/2024 19.59;6,965
22/04/2024 20.59;6,066
22/04/2024 21.59;5,675
22/04/2024 22.59;5,02
22/04/2024 23.59;4,479
23/04/2024 0.59;7,121
23/04/2024 1.59;6,8
23/04/2024 2.59;5,757
23/04/2024 3.59;4,956
23/04/2024 4.59;5,933
23/04/2024 5.59;6,491
23/04/2024 6.59;6,739
23/04/2024 7.59;6,996
23/04/2024 8.59;7,472
23/04/2024 9.59;7,514
23/04/2024 10.59;7,301
23/04/2024 11.59;7,436
23/04/2024 12.59;7,068
23/04/2024 13.59;7,935
23/04/2024 14.59;9,749
23/04/2024 15.59;9,922
23/04/2024 16.59;10,294
23/04/2024 17.59;11,156
23/04/2024 18.59;12,698
23/04/2024 19.59;15,253
23/04/2024 20.59;12,401
23/04/2024 21.59;12,396
23/04/2024 22.59;8,923
23/04/2024 23.59;8,175
24/04/2024 0.59;9,9
24/04/2024 1.59;9,436
24/04/2024 2.59;9,338
24/04/2024 3.59;9,061
24/04/2024 4.59;9,429
24/04/2024 5.59;10,147
24/04/2024 6.59;12,606
24/04/2024 7.59;16,284
24/04/2024 8.59;16,025
24/04/2024 9.59;13,993
24/04/2024 10.59;12,633
24/04/2024 11.59;12,396
24/04/2024 12.59;10,617
24/04/2024 13.59;10,352
24/04/2024 14.59;9,988
24/04/2024 15.59;10,79
24/04/2024 16.59;12,989
24/04/2024 17.59;14,259
24/04/2024 18.59;12,901
24/04/2024 19.59;16,765
24/04/2024 20.59;17,787
24/04/2024 21.59;14,259
24/04/2024 22.59;10,874
24/04/2024 23.59;10,674
25/04/2024 0.59;10,354
25/04/2024 1.59;9,92
25/04/2024 2.59;9,594
25/04/2024 3.59;9,43
25/04/2024 4.59;9,33
25/04/2024 5.59;10,418
25/04/2024 6.59;12,703
25/04/2024 7.59;16,242
25/04/2024 8.59;14,602
25/04/2024 9.59;14,26
25/04/2024 10.59;14,259
25/04/2024 11.59;10,948
25/04/2024 12.59;9,662
25/04/2024 13.59;9,346
25/04/2024 14.59;8,284
25/04/2024 15.59;8,603
25/04/2024 16.59;9,028
25/04/2024 17.59;9,905
25/04/2024 18.59;11,801
25/04/2024 19.59;10,41
25/04/2024 20.59;10,268
25/04/2024 21.59;9,919
25/04/2024 22.59;9,794
25/04/2024 23.59;9,023
26/04/2024 0.59;9,594
26/04/2024 1.59;9,159
26/04/2024 2.59;8,907
26/04/2024 3.59;8,891
26/04/2024 4.59;9,188
26/04/2024 5.59;9,45
26/04/2024 6.59;10,092
26/04/2024 7.59;12,903
26/04/2024 8.59;11,911
26/04/2024 9.59;14,26
26/04/2024 10.59;17,353
26/04/2024 11.59;25,114
26/04/2024 12.59;23,323
26/04/2024 13.59;8,524
26/04/2024 14.59;8,106
26/04/2024 15.59;8,67
26/04/2024 16.59;8,891
26/04/2024 17.59;9,983
26/04/2024 18.59;11,641
26/04/2024 19.59;15,948
26/04/2024 20.59;14,26
26/04/2024 21.59;13,037
26/04/2024 22.59;10,06
26/04/2024 23.59;9,741
27/04/2024 0.59;8,598
27/04/2024 1.59;8,458
27/04/2024 2.59;8,436
27/04/2024 3.59;8,464
27/04/2024 4.59;8,442
27/04/2024 5.59;8,625
27/04/2024 6.59;8,391
27/04/2024 7.59;8,604
27/04/2024 8.59;8,494
27/04/2024 9.59;7,325
27/04/2024 10.59;6,322
27/04/2024 11.59;5,457
27/04/2024 12.59;5,384
27/04/2024 13.59;5,287
27/04/2024 14.59;5,338
27/04/2024 15.59;5,595
27/04/2024 16.59;6,537
27/04/2024 17.59;7,733
27/04/2024 18.59;10,664
27/04/2024 19.59;14,868
27/04/2024 20.59;13,921
27/04/2024 21.59;10,54
27/04/2024 22.59;9,412
27/04/2024 23.59;8,089
28/04/2024 0.59;6,992
28/04/2024 1.59;5,721
28/04/2024 2.59;4,91
28/04/2024 3.59;4,037
28/04/2024 4.59;3,533
28/04/2024 5.59;3,326
28/04/2024 6.59;1,875
28/04/2024 7.59;3,194
28/04/2024 8.59;3,673
28/04/2024 9.59;4,01
28/04/2024 10.59;4,175
28/04/2024 11.59;3,961
28/04/2024 12.59;3,636
28/04/2024 13.59;3,373
28/04/2024 14.59;3,095
28/04/2024 15.59;4,339
28/04/2024 16.59;9,844
28/04/2024 17.59;9,193
28/04/2024 18.59;9,373
28/04/2024 19.59;8,704
28/04/2024 20.59;10,05
28/04/2024 21.59;9,507
28/04/2024 22.59;7,909
28/04/2024 23.59;5,791
29/04/2024 0.59;5,096
29/04/2024 1.59;4,891
29/04/2024 2.59;4,717
29/04/2024 3.59;4,643
29/04/2024 4.59;4,718
29/04/2024 5.59;4,949
29/04/2024 6.59;7,439
29/04/2024 7.59;9,919
29/04/2024 8.59;11,875
29/04/2024 9.59;7,766
29/04/2024 10.59;6,432
29/04/2024 11.59;4,256
29/04/2024 12.59;3,892
29/04/2024 13.59;3,14
29/04/2024 14.59;3,121
29/04/2024 15.59;4,049
29/04/2024 16.59;4,376
29/04/2024 17.59;4,669
29/04/2024 18.59;5,208
29/04/2024 19.59;5,4
29/04/2024 20.59;5,344
29/04/2024 21.59;5,336
29/04/2024 22.59;5,067
29/04/2024 23.59;4,769
30/04/2024 0.59;3,834
30/04/2024 1.59;3,855
30/04/2024 2.59;4,101
30/04/2024 3.59;4,433
30/04/2024 4.59;4,789
30/04/2024 5.59;5,528
30/04/2024 6.59;6,426
30/04/2024 7.59;7,444
30/04/2024 8.59;10,472
30/04/2024 9.59;7,77
30/04/2024 10.59;6,515
30/04/2024 11.59;5,445
30/04/2024 12.59;3,875
30/04/2024 13.59;2,988
30/04/2024 14.59;1,859
30/04/2024 15.59;3,14
30/04/2024 16.59;5,652
30/04/2024 17.59;8,26
30/04/2024 18.59;10,689
30/04/2024 19.59;15,124
30/04/2024 20.59;16,366
30/04/2024 21.59;10,957
30/04/2024 22.59;9,674
30/04/2024 23.59;6,811
01/05/2024 0.59;4,712
01/05/2024 1.59;4,54
01/05/2024 2.59;4,442
01/05/2024 3.59;4,352
01/05/2024 4.59;4,413
01/05/2024 5.59;4,408
01/05/2024 6.59;4,748
01/05/2024 7.59;4,52
01/05/2024 8.59;3,761
01/05/2024 9.59;3,912
01/05/2024 10.59;4,736
01/05/2024 11.59;3,021
01/05/2024 12.59;2,102
01/05/2024 13.59;1,24
01/05/2024 14.59;1,068
01/05/2024 15.59;1,861
01/05/2024 16.59;3,721
01/05/2024 17.59;4,855
01/05/2024 18.59;4,535
01/05/2024 19.59;6,66
01/05/2024 20.59;8,188
01/05/2024 21.59;4,961
01/05/2024 22.59;4,078
01/05/2024 23.59;5,218
02/05/2024 0.59;6,201
02/05/2024 1.59;4,719
02/05/2024 2.59;4,175
02/05/2024 3.59;4,972
02/05/2024 4.59;6,1
02/05/2024 5.59;14,26
02/05/2024 6.59;31
02/05/2024 7.59;43,399
02/05/2024 8.59;49,343
02/05/2024 9.59;31,055
02/05/2024 10.59;30,999
02/05/2024 11.59;14,259
02/05/2024 12.59;13,635
02/05/2024 13.59;9,913
02/05/2024 14.59;7,664
02/05/2024 15.59;13,362
02/05/2024 16.59;13,634
02/05/2024 17.59;19,105
02/05/2024 18.59;14,259
02/05/2024 19.59;12,4
02/05/2024 20.59;10,603
02/05/2024 21.59;10,049
02/05/2024 22.59;5,274
02/05/2024 23.59;4,207
03/05/2024 0.59;3,693
03/05/2024 1.59;3,639
03/05/2024 2.59;3,715
03/05/2024 3.59;3,721
03/05/2024 4.59;3,775
03/05/2024 5.59;4,714
03/05/2024 6.59;8,433
03/05/2024 7.59;13,111
03/05/2024 8.59;14,259
03/05/2024 9.59;7,113
03/05/2024 10.59;6,331
03/05/2024 11.59;6,066
03/05/2024 12.59;4,718
03/05/2024 13.59;4,044
03/05/2024 14.59;4,246
03/05/2024 15.59;4,765
03/05/2024 16.59;5,208
03/05/2024 17.59;5,217
03/05/2024 18.59;9,976
03/05/2024 19.59;12,028
03/05/2024 20.59;4,93
03/05/2024 21.59;4,599
03/05/2024 22.59;3,951
03/05/2024 23.59;3,192
04/05/2024 0.59;2,427
04/05/2024 1.59;2,127
04/05/2024 2.59;2,006
04/05/2024 3.59;2,273
04/05/2024 4.59;2,538
04/05/2024 5.59;2,84
04/05/2024 6.59;3,127
04/05/2024 7.59;3,761
04/05/2024 8.59;4,869
04/05/2024 9.59;4,723
04/05/2024 10.59;4,526
04/05/2024 11.59;3,745
04/05/2024 12.59;3,017
04/05/2024 13.59;1,802
04/05/2024 14.59;1,654
04/05/2024 15.59;3,15
04/05/2024 16.59;3,721
04/05/2024 17.59;4,044
04/05/2024 18.59;4,289
04/05/2024 19.59;4,108
04/05/2024 20.59;3,72
04/05/2024 21.59;3,553
04/05/2024 22.59;3,141
04/05/2024 23.59;2,84
05/05/2024 0.59;3,269
05/05/2024 1.59;3,45
05/05/2024 2.59;3,483
05/05/2024 3.59;3,524
05/05/2024 4.59;3,644
05/05/2024 5.59;3,601
05/05/2024 6.59;3,884
05/05/2024 7.59;4,283
05/05/2024 8.59;4,429
05/05/2024 9.59;3,178
05/05/2024 10.59;1,157
05/05/2024 11.59;0,459
05/05/2024 12.59;0,405
05/05/2024 13.59;0,248
05/05/2024 14.59;0,236
05/05/2024 15.59;0,529
05/05/2024 16.59;0,608
05/05/2024 17.59;3,968
05/05/2024 18.59;4,676
05/05/2024 19.59;4,772
05/05/2024 20.59;4,304
05/05/2024 21.59;4,103
05/05/2024 22.59;3,715
05/05/2024 23.59;2,99
06/05/2024 0.59;3,338
06/05/2024 1.59;3,192
06/05/2024 2.59;3,12
06/05/2024 3.59;3,094
06/05/2024 4.59;3,458
06/05/2024 5.59;4,297
06/05/2024 6.59;10,478
06/05/2024 7.59;16,152
06/05/2024 8.59;12,457
06/05/2024 9.59;10,623
06/05/2024 10.59;8,918
06/05/2024 11.59;7,969
06/05/2024 12.59;7,957
06/05/2024 13.59;7,548
06/05/2024 14.59;7,366
06/05/2024 15.59;6,02
06/05/2024 16.59;6,014
06/05/2024 17.59;6,196
06/05/2024 18.59;8,421
06/05/2024 19.59;8,685
06/05/2024 20.59;8,608
06/05/2024 21.59;7,446
06/05/2024 22.59;6,016
06/05/2024 23.59;4,359
07/05/2024 0.59;4,397
07/05/2024 1.59;4,346
07/05/2024 2.59;4,316
07/05/2024 3.59;4,308
07/05/2024 4.59;4,364
07/05/2024 5.59;6,291
07/05/2024 6.59;14,166
07/05/2024 7.59;25,922
07/05/2024 8.59;13,97
07/05/2024 9.59;11,377
07/05/2024 10.59;10,245
07/05/2024 11.59;8,669
07/05/2024 12.59;6,858
07/05/2024 13.59;5,829
07/05/2024 14.59;4,966
07/05/2024 15.59;4,515
07/05/2024 16.59;4,406
07/05/2024 17.59;4,378
07/05/2024 18.59;6,422
07/05/2024 19.59;16,199
07/05/2024 20.59;14,26
07/05/2024 21.59;12,394
07/05/2024 22.59;4,078
07/05/2024 23.59;3,1
08/05/2024 0.59;3,032
08/05/2024 1.59;3,652
08/05/2024 2.59;4,216
08/05/2024 3.59;5,953
08/05/2024 4.59;6,48
08/05/2024 5.59;11,114
08/05/2024 6.59;27,653
08/05/2024 7.59;37,02
08/05/2024 8.59;30,999
08/05/2024 9.59;19,735
08/05/2024 10.59;18,6
08/05/2024 11.59;18,487
08/05/2024 12.59;11,372
08/05/2024 13.59;10,762
08/05/2024 14.59;8,229
08/05/2024 15.59;8,498
08/05/2024 16.59;15,161
08/05/2024 17.59;17,829
08/05/2024 18.59;27,873
08/05/2024 19.59;23,275
08/05/2024 20.59;22,31
08/05/2024 21.59;23,56
08/05/2024 22.59;28,81
08/05/2024 23.59;20,834
09/05/2024 0.59;11,091
09/05/2024 1.59;6,582
09/05/2024 2.59;3,71
09/05/2024 3.59;3,212
09/05/2024 4.59;3,186
09/05/2024 5.59;3,193
09/05/2024 6.59;4,743
09/05/2024 7.59;14,172
09/05/2024 8.59;10,59
09/05/2024 9.59;5,214
09/05/2024 10.59;2,481
09/05/2024 11.59;2,481
09/05/2024 12.59;0,688
09/05/2024 13.59;0,055
09/05/2024 14.59;0
09/05/2024 15.59;0
09/05/2024 16.59;0,382
09/05/2024 17.59;2,479
09/05/2024 18.59;2,474
09/05/2024 19.59;1,168
09/05/2024 20.59;0,582
09/05/2024 21.59;0,326
09/05/2024 22.59;0,155
09/05/2024 23.59;-0,001
10/05/2024 0.59;0,389
10/05/2024 1.59;0,038
10/05/2024 2.59;-0,006
10/05/2024 3.59;-0,016
10/05/2024 4.59;-0,059
10/05/2024 5.59;-0,016
10/05/2024 6.59;0,048
10/05/2024 7.59;0,355
10/05/2024 8.59;0,517
10/05/2024 9.59;0,517
10/05/2024 10.59;0,485
10/05/2024 11.59;0,243
10/05/2024 12.59;0,042
10/05/2024 13.59;0,001
10/05/2024 14.59;0,002
10/05/2024 15.59;0,062
10/05/2024 16.59;0,186
10/05/2024 17.59;0,611
10/05/2024 18.59;1,911
10/05/2024 19.59;3,138
10/05/2024 20.59;3,138
10/05/2024 21.59;3,074
10/05/2024 22.59;2,139
10/05/2024 23.59;0,186
11/05/2024 0.59;0
11/05/2024 1.59;0
11/05/2024 2.59;0
11/05/2024 3.59;0,001
11/05/2024 4.59;0,082
11/05/2024 5.59;0,832
11/05/2024 6.59;3,12
11/05/2024 7.59;3,802
11/05/2024 8.59;4,207
11/05/2024 9.59;0,864
11/05/2024 10.59;0,098
11/05/2024 11.59;0
11/05/2024 12.59;-0,058
11/05/2024 13.59;-0,088
11/05/2024 14.59;-0,091
11/05/2024 15.59;-0,007
11/05/2024 16.59;0,37
11/05/2024 17.59;3,834
11/05/2024 18.59;4,375
11/05/2024 19.59;4,597
11/05/2024 20.59;4,15
11/05/2024 21.59;4,031
11/05/2024 22.59;3,507
11/05/2024 23.59;3,126
12/05/2024 0.59;3,021
12/05/2024 1.59;2,387
12/05/2024 2.59;1,763
12/05/2024 3.59;1,118
12/05/2024 4.59;0,609
12/05/2024 5.59;0,51
12/05/2024 6.59;0,516
12/05/2024 7.59;0,563
12/05/2024 8.59;0,184
12/05/2024 9.59;-0,123
12/05/2024 10.59;-0,257
12/05/2024 11.59;-0,407
12/05/2024 12.59;-0,509
12/05/2024 13.59;-0,658
12/05/2024 14.59;-0,516
12/05/2024 15.59;-0,209
12/05/2024 16.59;0,03
12/05/2024 17.59;1,291
12/05/2024 18.59;11,479
12/05/2024 19.59;11,479
12/05/2024 20.59;5,354
12/05/2024 21.59;10,448
12/05/2024 22.59;5,58
12/05/2024 23.59;3,466
13/05/2024 0.59;3,249
13/05/2024 1.59;3,131
13/05/2024 2.59;3,101
13/05/2024 3.59;2,99
13/05/2024 4.59;3,269
13/05/2024 5.59;11,435
13/05/2024 6.59;31,001
13/05/2024 7.59;49,35
13/05/2024 8.59;25,889
13/05/2024 9.59;21,989
13/05/2024 10.59;18,599
13/05/2024 11.59;5,587
13/05/2024 12.59;6,2
13/05/2024 13.59;6,2
13/05/2024 14.59;8,123
13/05/2024 15.59;16,132
13/05/2024 16.59;15,636
13/05/2024 17.59;19,385
13/05/2024 18.59;24,837
13/05/2024 19.59;29,759
13/05/2024 20.59;18,599
13/05/2024 21.59;17,782
13/05/2024 22.59;14,315
13/05/2024 23.59;4,08
14/05/2024 0.59;15,759
14/05/2024 1.59;4,08
14/05/2024 2.59;1,556
14/05/2024 3.59;1,225
14/05/2024 4.59;1,213
14/05/2024 5.59;1,582
14/05/2024 6.59;4,537
14/05/2024 7.59;10,55
14/05/2024 8.59;9,932
14/05/2024 9.59;11,171
14/05/2024 10.59;6,948
14/05/2024 11.59;3,111
14/05/2024 12.59;0,879
14/05/2024 13.59;0,299
14/05/2024 14.59;0,082
14/05/2024 15.59;0
14/05/2024 16.59;-0,009
14/05/2024 17.59;0,185
14/05/2024 18.59;0,962
14/05/2024 19.59;0,604
14/05/2024 20.59;0,211
14/05/2024 21.59;0,03
14/05/2024 22.59;-0,007
14/05/2024 23.59;-0,101
15/05/2024 0.59;-0,021
15/05/2024 1.59;-0,016
15/05/2024 2.59;-0,015
15/05/2024 3.59;-0,011
15/05/2024 4.59;-0,005
15/05/2024 5.59;0,026
15/05/2024 6.59;0,677
15/05/2024 7.59;2,156
15/05/2024 8.59;4,698
15/05/2024 9.59;3,178
15/05/2024 10.59;0,875
15/05/2024 11.59;0,027
15/05/2024 12.59;-0,093
15/05/2024 13.59;-0,105
15/05/2024 14.59;-0,095
15/05/2024 15.59;-0,009
15/05/2024 16.59;0,215
15/05/2024 17.59;0,862
15/05/2024 18.59;1,638
15/05/2024 19.59;1,502
15/05/2024 20.59;0,822
15/05/2024 21.59;1,08
15/05/2024 22.59;1,016
15/05/2024 23.59;0,748
16/05/2024 0.59;0,187
16/05/2024 1.59;0,339
16/05/2024 2.59;0,417
16/05/2024 3.59;0,559
16/05/2024 4.59;0,852
16/05/2024 5.59;2,133
16/05/2024 6.59;10,41
16/05/2024 7.59;18,599
16/05/2024 8.59;11,165
16/05/2024 9.59;9,448
16/05/2024 10.59;1,86
16/05/2024 11.59;4,581
16/05/2024 12.59;5,21
16/05/2024 13.59;0,815
16/05/2024 14.59;1,125
16/05/2024 15.59;0,578
16/05/2024 16.59;4,807
16/05/2024 17.59;9,922
16/05/2024 18.59;16,126
16/05/2024 19.59;18,6
16/05/2024 20.59;11,394
16/05/2024 21.59;14,196
16/05/2024 22.59;10,449
16/05/2024 23.59;0,533
17/05/2024 0.59;0,409
17/05/2024 1.59;0,355
17/05/2024 2.59;0,348
17/05/2024 3.59;0,35
17/05/2024 4.59;0,432
17/05/2024 5.59;1,285
17/05/2024 6.59;4,223
17/05/2024 7.59;8,097
17/05/2024 8.59;8,637
17/05/2024 9.59;4,458
17/05/2024 10.59;1,386
17/05/2024 11.59;0,522
17/05/2024 12.59;0,366
17/05/2024 13.59;0,239
17/05/2024 14.59;0,155
17/05/2024 15.59;0,308
17/05/2024 16.59;0,407
17/05/2024 17.59;0,618
17/05/2024 18.59;0,888
17/05/2024 19.59;0,73
17/05/2024 20.59;0,512
17/05/2024 21.59;0,154
17/05/2024 22.59;-0,009
17/05/2024 23.59;-0,16
18/05/2024 0.59;-0,101
18/05/2024 1.59;-0,201
18/05/2024 2.59;-0,265
18/05/2024 3.59;-0,301
18/05/2024 4.59;-0,301
18/05/2024 5.59;-0,249
18/05/2024 6.59;-0,156
18/05/2024 7.59;-0,005
18/05/2024 8.59;0,001
18/05/2024 9.59;-0,008
18/05/2024 10.59;-0,101
18/05/2024 11.59;-0,177
18/05/2024 12.59;-0,18
18/05/2024 13.59;-0,2
18/05/2024 14.59;-0,279
18/05/2024 15.59;-0,192
18/05/2024 16.59;-0,101
18/05/2024 17.59;-0,011
18/05/2024 18.59;-0,009
18/05/2024 19.59;-0,011
18/05/2024 20.59;-0,176
18/05/2024 21.59;-0,2
18/05/2024 22.59;-0,248
18/05/2024 23.59;-0,501
19/05/2024 0.59;-0,658
19/05/2024 1.59;-0,659
19/05/2024 2.59;-0,695
19/05/2024 3.59;-0,501
19/05/2024 4.59;-0,3
19/05/2024 5.59;-0,176
19/05/2024 6.59;0
19/05/2024 7.59;0,393
19/05/2024 8.59;0,626
19/05/2024 9.59;0,361
19/05/2024 10.59;-0,003
19/05/2024 11.59;-0,018
19/05/2024 12.59;-0,206
19/05/2024 13.59;-0,741
19/05/2024 14.59;-1,507
19/05/2024 15.59;-1
19/05/2024 16.59;-0,379
19/05/2024 17.59;-0,006
19/05/2024 18.59;0,001
19/05/2024 19.59;-0,001
19/05/2024 20.59;-0,001
19/05/2024 21.59;0
19/05/2024 22.59;-0,002
19/05/2024 23.59;-0,031
20/05/2024 0.59;-0,03
20/05/2024 1.59;-0,01
20/05/2024 2.59;-0,003
20/05/2024 3.59;0,001
20/05/2024 4.59;0,175
20/05/2024 5.59;0,613
20/05/2024 6.59;1,295
20/05/2024 7.59;3,721
20/05/2024 8.59;4,214
20/05/2024 9.59;3,643
20/05/2024 10.59;1,539
20/05/2024 11.59;0,751
20/05/2024 12.59;0,299
20/05/2024 13.59;0,001
20/05/2024 14.59;0,002
20/05/2024 15.59;0,463
20/05/2024 16.59;1,168
20/05/2024 17.59;3,319
20/05/2024 18.59;3,941
20/05/2024 19.59;4,212
20/05/2024 20.59;4,135
20/05/2024 21.59;3,777
