Time;Price (cent/kWh)
23/08/2024 21.59;-0,005
23/08/2024 22.59;-0,136
23/08/2024 23.59;-0,301
24/08/2024 0.59;-0,76
24/08/2024 1.59;-0,999
24/08/2024 2.59;-0,999
24/08/2024 3.59;-0,999
24/08/2024 4.59;-0,937
24/08/2024 5.59;-0,76
24/08/2024 6.59;-0,601
24/08/2024 7.59;-0,359
24/08/2024 8.59;-0,3
24/08/2024 9.59;-0,241
24/08/2024 10.59;-0,204
24/08/2024 11.59;-0,604
24/08/2024 12.59;-1,175
24/08/2024 13.59;-0,999
24/08/2024 14.59;-0,816
24/08/2024 15.59;-0,937
24/08/2024 16.59;-0,445
24/08/2024 17.59;-0,097
24/08/2024 18.59;0
24/08/2024 19.59;0
24/08/2024 20.59;-0,001
24/08/2024 21.59;-0,016
24/08/2024 22.59;-0,119
24/08/2024 23.59;-0,201
25/08/2024 0.59;-0,155
25/08/2024 1.59;-0,199
25/08/2024 2.59;-0,202
25/08/2024 3.59;-0,175
25/08/2024 4.59;-0,175
25/08/2024 5.59;-0,175
25/08/2024 6.59;-0,129
25/08/2024 7.59;-0,09
25/08/2024 8.59;-0,09
25/08/2024 9.59;-0,154
25/08/2024 10.59;-0,607
25/08/2024 11.59;-1,01
25/08/2024 12.59;-1,55
25/08/2024 13.59;-2,001
25/08/2024 14.59;-1,983
25/08/2024 15.59;-1,015
25/08/2024 16.59;-0,501
25/08/2024 17.59;-0,245
25/08/2024 18.59;-0,11
25/08/2024 19.59;-0,082
25/08/2024 20.59;-0,056
25/08/2024 21.59;-0,051
25/08/2024 22.59;-0,092
25/08/2024 23.59;-0,162
26/08/2024 0.59;-0,199
26/08/2024 1.59;-0,199
26/08/2024 2.59;-0,175
26/08/2024 3.59;-0,154
26/08/2024 4.59;-0,101
26/08/2024 5.59;-0,058
26/08/2024 6.59;0
26/08/2024 7.59;0,161
26/08/2024 8.59;0,244
26/08/2024 9.59;0,055
26/08/2024 10.59;-0,001
26/08/2024 11.59;-0,059
26/08/2024 12.59;-0,081
26/08/2024 13.59;-0,092
26/08/2024 14.59;-0,101
26/08/2024 15.59;-0,1
26/08/2024 16.59;-0,081
26/08/2024 17.59;-0,01
26/08/2024 18.59;-0,001
26/08/2024 19.59;0
26/08/2024 20.59;0
26/08/2024 21.59;0
26/08/2024 22.59;-0,01
26/08/2024 23.59;-0,09
27/08/2024 0.59;-0,122
27/08/2024 1.59;-0,134
27/08/2024 2.59;-0,102
27/08/2024 3.59;-0,08
27/08/2024 4.59;-0,005
27/08/2024 5.59;0,011
27/08/2024 6.59;0,242
27/08/2024 7.59;0,456
27/08/2024 8.59;0,611
27/08/2024 9.59;0,568
27/08/2024 10.59;0,547
27/08/2024 11.59;0,508
27/08/2024 12.59;0,484
27/08/2024 13.59;0,146
27/08/2024 14.59;0,283
27/08/2024 15.59;0,382
27/08/2024 16.59;0,446
27/08/2024 17.59;0,518
27/08/2024 18.59;0,568
27/08/2024 19.59;0,522
27/08/2024 20.59;0,41
27/08/2024 21.59;0,312
27/08/2024 22.59;0,138
27/08/2024 23.59;0
28/08/2024 0.59;-0,011
28/08/2024 1.59;-0,056
28/08/2024 2.59;-0,08
28/08/2024 3.59;-0,059
28/08/2024 4.59;-0,01
28/08/2024 5.59;0
28/08/2024 6.59;0,202
28/08/2024 7.59;0,47
28/08/2024 8.59;0,549
28/08/2024 9.59;0,564
28/08/2024 10.59;0,537
28/08/2024 11.59;0,52
28/08/2024 12.59;0,489
28/08/2024 13.59;0,508
28/08/2024 14.59;0,498
28/08/2024 15.59;0,496
28/08/2024 16.59;0,616
28/08/2024 17.59;0,941
28/08/2024 18.59;1,003
28/08/2024 19.59;0,951
28/08/2024 20.59;0,79
28/08/2024 21.59;0,62
28/08/2024 22.59;0,47
28/08/2024 23.59;0,311
29/08/2024 0.59;0,143
29/08/2024 1.59;0,12
29/08/2024 2.59;0,123
29/08/2024 3.59;0,125
29/08/2024 4.59;0,221
29/08/2024 5.59;0,368
29/08/2024 6.59;2,237
29/08/2024 7.59;5,73
29/08/2024 8.59;7,895
29/08/2024 9.59;9,074
29/08/2024 10.59;7,782
29/08/2024 11.59;6,96
29/08/2024 12.59;5,237
29/08/2024 13.59;2,587
29/08/2024 14.59;1,998
29/08/2024 15.59;2,419
29/08/2024 16.59;4,442
29/08/2024 17.59;3,212
29/08/2024 18.59;3,577
29/08/2024 19.59;0,511
29/08/2024 20.59;0,393
29/08/2024 21.59;0,246
29/08/2024 22.59;-0,001
29/08/2024 23.59;-0,081
30/08/2024 0.59;-0,08
30/08/2024 1.59;-0,094
30/08/2024 2.59;-0,107
30/08/2024 3.59;-0,126
30/08/2024 4.59;-0,1
30/08/2024 5.59;-0,011
30/08/2024 6.59;0,083
30/08/2024 7.59;0,365
30/08/2024 8.59;0,446
30/08/2024 9.59;0,483
30/08/2024 10.59;0,451
30/08/2024 11.59;0,375
30/08/2024 12.59;0,369
30/08/2024 13.59;0,365
30/08/2024 14.59;0,33
30/08/2024 15.59;0,295
30/08/2024 16.59;0,407
30/08/2024 17.59;0,52
30/08/2024 18.59;0,561
30/08/2024 19.59;0,601
30/08/2024 20.59;0,553
30/08/2024 21.59;0,464
30/08/2024 22.59;0,371
30/08/2024 23.59;0,25
31/08/2024 0.59;0,014
31/08/2024 1.59;-0,001
31/08/2024 2.59;-0,059
31/08/2024 3.59;-0,081
31/08/2024 4.59;-0,107
31/08/2024 5.59;-0,142
31/08/2024 6.59;-0,001
31/08/2024 7.59;0,201
31/08/2024 8.59;0,361
31/08/2024 9.59;3,938
31/08/2024 10.59;4,647
31/08/2024 11.59;4,862
31/08/2024 12.59;3,786
31/08/2024 13.59;3,377
31/08/2024 14.59;0,816
31/08/2024 15.59;0,441
31/08/2024 16.59;0,404
31/08/2024 17.59;1,025
31/08/2024 18.59;0,417
31/08/2024 19.59;0,409
31/08/2024 20.59;0,371
31/08/2024 21.59;0,326
31/08/2024 22.59;0,147
31/08/2024 23.59;0
01/09/2024 0.59;0,075
01/09/2024 1.59;0,001
01/09/2024 2.59;0
01/09/2024 3.59;0
01/09/2024 4.59;0
01/09/2024 5.59;0
01/09/2024 6.59;0,083
01/09/2024 7.59;0,125
01/09/2024 8.59;0,316
01/09/2024 9.59;0,4
01/09/2024 10.59;0,478
01/09/2024 11.59;0,329
01/09/2024 12.59;0,251
01/09/2024 13.59;0,371
01/09/2024 14.59;0,423
01/09/2024 15.59;1,891
01/09/2024 16.59;1,893
01/09/2024 17.59;3,747
01/09/2024 18.59;3,918
01/09/2024 19.59;4,393
01/09/2024 20.59;3,454
01/09/2024 21.59;2,019
01/09/2024 22.59;0,881
01/09/2024 23.59;0,654
02/09/2024 0.59;0,615
02/09/2024 1.59;0,572
02/09/2024 2.59;0,541
02/09/2024 3.59;0,521
02/09/2024 4.59;0,525
02/09/2024 5.59;0,64
02/09/2024 6.59;1,655
02/09/2024 7.59;6,085
02/09/2024 8.59;11,295
02/09/2024 9.59;8,201
02/09/2024 10.59;7,238
02/09/2024 11.59;5,232
02/09/2024 12.59;4,116
02/09/2024 13.59;1,147
02/09/2024 14.59;0,748
02/09/2024 15.59;0,759
02/09/2024 16.59;2,844
02/09/2024 17.59;4,557
02/09/2024 18.59;5,02
02/09/2024 19.59;4,931
02/09/2024 20.59;2,185
02/09/2024 21.59;1,037
02/09/2024 22.59;0,865
02/09/2024 23.59;0,66
03/09/2024 0.59;0,574
03/09/2024 1.59;0,532
03/09/2024 2.59;0,517
03/09/2024 3.59;0,527
03/09/2024 4.59;0,597
03/09/2024 5.59;0,699
03/09/2024 6.59;4,116
03/09/2024 7.59;7,034
03/09/2024 8.59;14,214
03/09/2024 9.59;14,555
03/09/2024 10.59;12,112
03/09/2024 11.59;8,594
03/09/2024 12.59;10,316
03/09/2024 13.59;8,603
03/09/2024 14.59;7,94
03/09/2024 15.59;9,946
03/09/2024 16.59;8,585
03/09/2024 17.59;10,322
03/09/2024 18.59;31,372
03/09/2024 19.59;31,371
03/09/2024 20.59;9,834
03/09/2024 21.59;7,298
03/09/2024 22.59;4,362
03/09/2024 23.59;0,361
04/09/2024 0.59;0,336
04/09/2024 1.59;0,335
04/09/2024 2.59;0,368
04/09/2024 3.59;0,39
04/09/2024 4.59;0,471
04/09/2024 5.59;4,059
04/09/2024 6.59;18,559
04/09/2024 7.59;22,753
04/09/2024 8.59;19,368
04/09/2024 9.59;15,704
04/09/2024 10.59;13,455
04/09/2024 11.59;11,147
04/09/2024 12.59;10,696
04/09/2024 13.59;10,794
04/09/2024 14.59;10,035
04/09/2024 15.59;11,127
04/09/2024 16.59;13,756
04/09/2024 17.59;18,82
04/09/2024 18.59;23,845
04/09/2024 19.59;18,702
04/09/2024 20.59;4,534
04/09/2024 21.59;2,538
04/09/2024 22.59;0,462
04/09/2024 23.59;0,385
05/09/2024 0.59;0,466
05/09/2024 1.59;0,474
05/09/2024 2.59;0,516
05/09/2024 3.59;0,605
05/09/2024 4.59;0,976
05/09/2024 5.59;4,131
05/09/2024 6.59;7,033
05/09/2024 7.59;15,674
05/09/2024 8.59;14,94
05/09/2024 9.59;12,259
05/09/2024 10.59;8,565
05/09/2024 11.59;5,413
05/09/2024 12.59;6,178
05/09/2024 13.59;6,728
05/09/2024 14.59;7,408
05/09/2024 15.59;5,907
05/09/2024 16.59;9,507
05/09/2024 17.59;15,478
05/09/2024 18.59;26,296
05/09/2024 19.59;30,362
05/09/2024 20.59;20,647
05/09/2024 21.59;14,008
05/09/2024 22.59;6,546
05/09/2024 23.59;4,907
06/09/2024 0.59;1,363
06/09/2024 1.59;2,646
06/09/2024 2.59;3,843
06/09/2024 3.59;4,002
06/09/2024 4.59;4,328
06/09/2024 5.59;4,647
06/09/2024 6.59;6,205
06/09/2024 7.59;9,074
06/09/2024 8.59;15,455
06/09/2024 9.59;12,865
06/09/2024 10.59;8,564
06/09/2024 11.59;6,03
06/09/2024 12.59;2,106
06/09/2024 13.59;0,998
06/09/2024 14.59;0,98
06/09/2024 15.59;1,884
06/09/2024 16.59;6,112
06/09/2024 17.59;7,234
06/09/2024 18.59;5,587
06/09/2024 19.59;3,773
06/09/2024 20.59;1,004
06/09/2024 21.59;0,533
06/09/2024 22.59;0,423
06/09/2024 23.59;0,364
07/09/2024 0.59;0,4
07/09/2024 1.59;0,412
07/09/2024 2.59;0,412
07/09/2024 3.59;0,373
07/09/2024 4.59;0,374
07/09/2024 5.59;0,388
07/09/2024 6.59;0,387
07/09/2024 7.59;0,705
07/09/2024 8.59;1,081
07/09/2024 9.59;2,009
07/09/2024 10.59;1,25
07/09/2024 11.59;0,949
07/09/2024 12.59;0,661
07/09/2024 13.59;0,156
07/09/2024 14.59;0,389
07/09/2024 15.59;0,722
07/09/2024 16.59;5,391
07/09/2024 17.59;7,41
07/09/2024 18.59;7,585
07/09/2024 19.59;6,531
07/09/2024 20.59;5,299
07/09/2024 21.59;6,052
07/09/2024 22.59;5,204
07/09/2024 23.59;0,752
08/09/2024 0.59;0,651
08/09/2024 1.59;0,57
08/09/2024 2.59;0,498
08/09/2024 3.59;0,487
08/09/2024 4.59;0,471
08/09/2024 5.59;0,487
08/09/2024 6.59;0,489
08/09/2024 7.59;0,753
08/09/2024 8.59;4,564
08/09/2024 9.59;4,971
08/09/2024 10.59;0,783
08/09/2024 11.59;0,312
08/09/2024 12.59;0,005
08/09/2024 13.59;0,001
08/09/2024 14.59;0,149
08/09/2024 15.59;0,753
08/09/2024 16.59;5
08/09/2024 17.59;9,534
08/09/2024 18.59;7,491
08/09/2024 19.59;3,909
08/09/2024 20.59;0,483
08/09/2024 21.59;0,384
08/09/2024 22.59;0,203
08/09/2024 23.59;0,006
09/09/2024 0.59;-0,01
09/09/2024 1.59;-0,021
09/09/2024 2.59;-0,01
09/09/2024 3.59;-0,001
09/09/2024 4.59;0
09/09/2024 5.59;0,054
09/09/2024 6.59;0,23
09/09/2024 7.59;0,374
09/09/2024 8.59;0,472
09/09/2024 9.59;0,586
09/09/2024 10.59;0,452
09/09/2024 11.59;0,383
09/09/2024 12.59;0,297
09/09/2024 13.59;0,184
09/09/2024 14.59;0,138
09/09/2024 15.59;0,242
09/09/2024 16.59;0,28
09/09/2024 17.59;0,284
09/09/2024 18.59;0,271
09/09/2024 19.59;0,2
09/09/2024 20.59;0,082
09/09/2024 21.59;0
09/09/2024 22.59;-0,058
09/09/2024 23.59;-0,1
10/09/2024 0.59;-0,081
10/09/2024 1.59;-0,09
10/09/2024 2.59;-0,101
10/09/2024 3.59;-0,109
10/09/2024 4.59;-0,09
10/09/2024 5.59;-0,059
10/09/2024 6.59;0,001
10/09/2024 7.59;0,252
10/09/2024 8.59;0,305
10/09/2024 9.59;0,259
10/09/2024 10.59;0,261
10/09/2024 11.59;0,149
10/09/2024 12.59;0,001
10/09/2024 13.59;-0,007
10/09/2024 14.59;-0,016
10/09/2024 15.59;-0,004
10/09/2024 16.59;0,028
10/09/2024 17.59;0,19
10/09/2024 18.59;0,235
10/09/2024 19.59;0,341
10/09/2024 20.59;0,251
10/09/2024 21.59;0,179
10/09/2024 22.59;0,001
10/09/2024 23.59;-0,003
11/09/2024 0.59;-0,001
11/09/2024 1.59;-0,001
11/09/2024 2.59;0
11/09/2024 3.59;0,001
11/09/2024 4.59;0,117
11/09/2024 5.59;0,282
11/09/2024 6.59;8,002
11/09/2024 7.59;17,816
11/09/2024 8.59;13,386
11/09/2024 9.59;11,96
11/09/2024 10.59;9,287
11/09/2024 11.59;8,157
11/09/2024 12.59;7,536
11/09/2024 13.59;7,394
11/09/2024 14.59;7,137
11/09/2024 15.59;7,662
11/09/2024 16.59;11,153
11/09/2024 17.59;8,83
11/09/2024 18.59;3,564
11/09/2024 19.59;1,119
11/09/2024 20.59;0,52
11/09/2024 21.59;0,41
11/09/2024 22.59;0,376
11/09/2024 23.59;0,248
12/09/2024 0.59;0
12/09/2024 1.59;-0,001
12/09/2024 2.59;-0,001
12/09/2024 3.59;0
12/09/2024 4.59;0,056
12/09/2024 5.59;1,685
12/09/2024 6.59;10,005
12/09/2024 7.59;16,315
12/09/2024 8.59;18,161
12/09/2024 9.59;13,442
12/09/2024 10.59;11,303
12/09/2024 11.59;12,338
12/09/2024 12.59;12,67
12/09/2024 13.59;14,194
12/09/2024 14.59;17,938
12/09/2024 15.59;16,948
12/09/2024 16.59;18,821
12/09/2024 17.59;31,38
12/09/2024 18.59;31,386
12/09/2024 19.59;49,358
12/09/2024 20.59;31,489
12/09/2024 21.59;15,744
12/09/2024 22.59;13,105
12/09/2024 23.59;12,558
13/09/2024 0.59;19,245
13/09/2024 1.59;16,462
13/09/2024 2.59;16,315
13/09/2024 3.59;17,226
13/09/2024 4.59;15,063
13/09/2024 5.59;19,204
13/09/2024 6.59;31,375
13/09/2024 7.59;44,819
13/09/2024 8.59;43,766
13/09/2024 9.59;31,384
13/09/2024 10.59;40,344
13/09/2024 11.59;36,267
13/09/2024 12.59;31,375
13/09/2024 13.59;31,365
13/09/2024 14.59;27,619
13/09/2024 15.59;27,62
13/09/2024 16.59;23,845
13/09/2024 17.59;23,266
13/09/2024 18.59;27,611
13/09/2024 19.59;23,795
13/09/2024 20.59;13,736
13/09/2024 21.59;12,539
13/09/2024 22.59;9,946
13/09/2024 23.59;7,62
14/09/2024 0.59;8,007
14/09/2024 1.59;6,61
14/09/2024 2.59;6,013
14/09/2024 3.59;5,863
14/09/2024 4.59;6,04
14/09/2024 5.59;5,71
14/09/2024 6.59;7,054
14/09/2024 7.59;8,407
14/09/2024 8.59;9,717
14/09/2024 9.59;8,506
14/09/2024 10.59;7,079
14/09/2024 11.59;7,873
14/09/2024 12.59;7,75
14/09/2024 13.59;7,471
14/09/2024 14.59;7,835
14/09/2024 15.59;7,369
14/09/2024 16.59;9,823
14/09/2024 17.59;9,573
14/09/2024 18.59;11,062
14/09/2024 19.59;11,437
14/09/2024 20.59;8,05
14/09/2024 21.59;8,343
14/09/2024 22.59;6,55
14/09/2024 23.59;1,004
15/09/2024 0.59;6,075
15/09/2024 1.59;5,391
15/09/2024 2.59;5,619
15/09/2024 3.59;5,758
15/09/2024 4.59;5,112
15/09/2024 5.59;6,173
15/09/2024 6.59;7,032
15/09/2024 7.59;10,477
15/09/2024 8.59;9,45
15/09/2024 9.59;7,49
15/09/2024 10.59;10,039
15/09/2024 11.59;9,421
15/09/2024 12.59;9,423
15/09/2024 13.59;9,412
15/09/2024 14.59;9,416
15/09/2024 15.59;11,921
15/09/2024 16.59;17,581
15/09/2024 17.59;22,128
15/09/2024 18.59;23,845
15/09/2024 19.59;25,111
15/09/2024 20.59;21,567
15/09/2024 21.59;15,926
15/09/2024 22.59;13,444
15/09/2024 23.59;11,59
16/09/2024 0.59;8,838
16/09/2024 1.59;7,534
16/09/2024 2.59;8,082
16/09/2024 3.59;9,321
16/09/2024 4.59;10,335
16/09/2024 5.59;17,072
16/09/2024 6.59;17,487
16/09/2024 7.59;30,717
16/09/2024 8.59;59,84
16/09/2024 9.59;52,898
16/09/2024 10.59;37,65
16/09/2024 11.59;39,935
16/09/2024 12.59;25,525
16/09/2024 13.59;18,814
16/09/2024 14.59;15,26
16/09/2024 15.59;18,815
16/09/2024 16.59;31,375
16/09/2024 17.59;23,844
16/09/2024 18.59;21,029
16/09/2024 19.59;24,836
16/09/2024 20.59;16,119
16/09/2024 21.59;13,306
16/09/2024 22.59;10,034
16/09/2024 23.59;7,191
17/09/2024 0.59;7,024
17/09/2024 1.59;6,369
17/09/2024 2.59;7,032
17/09/2024 3.59;10,186
17/09/2024 4.59;10,194
17/09/2024 5.59;14,311
17/09/2024 6.59;18,814
17/09/2024 7.59;19,23
17/09/2024 8.59;18,072
17/09/2024 9.59;17,573
17/09/2024 10.59;16,314
17/09/2024 11.59;16,315
17/09/2024 12.59;14,809
17/09/2024 13.59;10,705
17/09/2024 14.59;10,705
17/09/2024 15.59;15,066
17/09/2024 16.59;18,812
17/09/2024 17.59;22,596
17/09/2024 18.59;31,374
17/09/2024 19.59;33,193
17/09/2024 20.59;18,822
17/09/2024 21.59;15,554
17/09/2024 22.59;12,898
17/09/2024 23.59;11,64
18/09/2024 0.59;4,582
18/09/2024 1.59;4,43
18/09/2024 2.59;2,786
18/09/2024 3.59;0,882
18/09/2024 4.59;0,884
18/09/2024 5.59;3,436
18/09/2024 6.59;4,636
18/09/2024 7.59;6,202
18/09/2024 8.59;6,9
18/09/2024 9.59;12,93
18/09/2024 10.59;9,937
18/09/2024 11.59;4,861
18/09/2024 12.59;3,89
18/09/2024 13.59;4,302
18/09/2024 14.59;4,67
18/09/2024 15.59;6,831
18/09/2024 16.59;11,761
18/09/2024 17.59;15,071
18/09/2024 18.59;14,439
18/09/2024 19.59;13,167
18/09/2024 20.59;6,183
18/09/2024 21.59;6,087
18/09/2024 22.59;4,823
18/09/2024 23.59;4,576
19/09/2024 0.59;9,63
19/09/2024 1.59;9,819
19/09/2024 2.59;9,075
19/09/2024 3.59;9,669
19/09/2024 4.59;9,596
19/09/2024 5.59;11,848
19/09/2024 6.59;14,4
19/09/2024 7.59;18,668
19/09/2024 8.59;15,704
19/09/2024 9.59;13,806
19/09/2024 10.59;9,389
19/09/2024 11.59;7,399
19/09/2024 12.59;4,719
19/09/2024 13.59;3,773
19/09/2024 14.59;1,573
19/09/2024 15.59;3,195
19/09/2024 16.59;4,833
19/09/2024 17.59;3,249
19/09/2024 18.59;2,426
19/09/2024 19.59;2,482
19/09/2024 20.59;1,633
19/09/2024 21.59;1,633
19/09/2024 22.59;1,384
19/09/2024 23.59;0,872
20/09/2024 0.59;1,255
20/09/2024 1.59;1,29
20/09/2024 2.59;1,409
20/09/2024 3.59;1,493
20/09/2024 4.59;1,631
20/09/2024 5.59;2,268
20/09/2024 6.59;8,009
20/09/2024 7.59;19,642
20/09/2024 8.59;18,824
20/09/2024 9.59;13,815
20/09/2024 10.59;10,709
20/09/2024 11.59;7,949
20/09/2024 12.59;6,897
20/09/2024 13.59;4,598
20/09/2024 14.59;4,725
20/09/2024 15.59;8,087
20/09/2024 16.59;13,06
20/09/2024 17.59;18,367
20/09/2024 18.59;21,302
20/09/2024 19.59;24,322
20/09/2024 20.59;16,073
20/09/2024 21.59;8,705
20/09/2024 22.59;2,781
20/09/2024 23.59;1,232
21/09/2024 0.59;0,945
21/09/2024 1.59;0,62
21/09/2024 2.59;0,384
21/09/2024 3.59;0,246
21/09/2024 4.59;0,188
21/09/2024 5.59;0,366
21/09/2024 6.59;0,336
21/09/2024 7.59;0,628
21/09/2024 8.59;0,966
21/09/2024 9.59;0,894
21/09/2024 10.59;0,669
21/09/2024 11.59;0,387
21/09/2024 12.59;0,001
21/09/2024 13.59;0,004
21/09/2024 14.59;0,242
21/09/2024 15.59;0,695
21/09/2024 16.59;1,973
21/09/2024 17.59;2,387
21/09/2024 18.59;9,272
21/09/2024 19.59;9,995
21/09/2024 20.59;8,893
21/09/2024 21.59;10,188
21/09/2024 22.59;7,83
21/09/2024 23.59;6,305
22/09/2024 0.59;9,53
22/09/2024 1.59;8,52
22/09/2024 2.59;8,535
22/09/2024 3.59;10,749
22/09/2024 4.59;11,471
22/09/2024 5.59;11,453
22/09/2024 6.59;11,907
22/09/2024 7.59;12,207
22/09/2024 8.59;12,933
22/09/2024 9.59;9,257
22/09/2024 10.59;4,568
22/09/2024 11.59;4,391
22/09/2024 12.59;6,565
22/09/2024 13.59;4,391
22/09/2024 14.59;4,074
22/09/2024 15.59;10,555
22/09/2024 16.59;16,311
22/09/2024 17.59;17,583
22/09/2024 18.59;31,374
22/09/2024 19.59;32,162
22/09/2024 20.59;18,769
22/09/2024 21.59;14,297
22/09/2024 22.59;12,692
22/09/2024 23.59;9,316
23/09/2024 0.59;11,374
23/09/2024 1.59;9,315
23/09/2024 2.59;3,416
23/09/2024 3.59;3,015
23/09/2024 4.59;3,52
23/09/2024 5.59;6,126
23/09/2024 6.59;12,938
23/09/2024 7.59;17,157
23/09/2024 8.59;17,348
23/09/2024 9.59;13,145
23/09/2024 10.59;10,079
23/09/2024 11.59;8,442
23/09/2024 12.59;8,083
23/09/2024 13.59;8,554
23/09/2024 14.59;9,318
23/09/2024 15.59;8,306
23/09/2024 16.59;9,541
23/09/2024 17.59;4,463
23/09/2024 18.59;2,747
23/09/2024 19.59;2,374
23/09/2024 20.59;2,078
23/09/2024 21.59;1,978
23/09/2024 22.59;1,635
23/09/2024 23.59;1,227
24/09/2024 0.59;1,088
24/09/2024 1.59;1,02
24/09/2024 2.59;1,096
24/09/2024 3.59;1,206
24/09/2024 4.59;1,406
24/09/2024 5.59;1,998
24/09/2024 6.59;2,125
24/09/2024 7.59;2,612
24/09/2024 8.59;3,24
24/09/2024 9.59;3,139
24/09/2024 10.59;2,524
24/09/2024 11.59;2,437
24/09/2024 12.59;2,416
24/09/2024 13.59;2,385
24/09/2024 14.59;2,428
24/09/2024 15.59;3,666
24/09/2024 16.59;10,555
24/09/2024 17.59;10,041
24/09/2024 18.59;4,194
24/09/2024 19.59;3,158
24/09/2024 20.59;2,415
24/09/2024 21.59;2,156
24/09/2024 22.59;2,056
24/09/2024 23.59;1,633
25/09/2024 0.59;1,263
25/09/2024 1.59;1,048
25/09/2024 2.59;0,853
25/09/2024 3.59;0,749
25/09/2024 4.59;0,724
25/09/2024 5.59;1,247
25/09/2024 6.59;2,061
25/09/2024 7.59;2,288
25/09/2024 8.59;3,129
25/09/2024 9.59;2,077
25/09/2024 10.59;1,687
25/09/2024 11.59;1,073
25/09/2024 12.59;0,872
25/09/2024 13.59;0,867
25/09/2024 14.59;0,699
25/09/2024 15.59;0,678
25/09/2024 16.59;0,722
25/09/2024 17.59;0,723
25/09/2024 18.59;0,778
25/09/2024 19.59;0,646
25/09/2024 20.59;0,379
25/09/2024 21.59;0,001
25/09/2024 22.59;-0,005
25/09/2024 23.59;-0,08
26/09/2024 0.59;-0,121
26/09/2024 1.59;-0,177
26/09/2024 2.59;-0,177
26/09/2024 3.59;-0,104
26/09/2024 4.59;-0,059
26/09/2024 5.59;0
26/09/2024 6.59;0,371
26/09/2024 7.59;1,143
26/09/2024 8.59;1,357
26/09/2024 9.59;1,261
26/09/2024 10.59;1,325
26/09/2024 11.59;1,386
26/09/2024 12.59;1,45
26/09/2024 13.59;1,516
26/09/2024 14.59;1,591
26/09/2024 15.59;2,165
26/09/2024 16.59;2,511
26/09/2024 17.59;2,696
26/09/2024 18.59;11,139
26/09/2024 19.59;13,169
26/09/2024 20.59;10,749
26/09/2024 21.59;7,752
26/09/2024 22.59;7,418
26/09/2024 23.59;4,556
27/09/2024 0.59;0,753
27/09/2024 1.59;0,753
27/09/2024 2.59;0,753
27/09/2024 3.59;0,537
27/09/2024 4.59;0,753
27/09/2024 5.59;2,116
27/09/2024 6.59;3,639
27/09/2024 7.59;4,728
27/09/2024 8.59;6,88
27/09/2024 9.59;3,306
27/09/2024 10.59;1,048
27/09/2024 11.59;0,753
27/09/2024 12.59;0,787
27/09/2024 13.59;0,617
27/09/2024 14.59;0,51
27/09/2024 15.59;0,596
27/09/2024 16.59;0,629
27/09/2024 17.59;1,766
27/09/2024 18.59;1,685
27/09/2024 19.59;1,522
27/09/2024 20.59;1,097
27/09/2024 21.59;0,629
27/09/2024 22.59;0,617
27/09/2024 23.59;0,466
28/09/2024 0.59;0,364
28/09/2024 1.59;0,38
28/09/2024 2.59;0,413
28/09/2024 3.59;0,397
28/09/2024 4.59;0,41
28/09/2024 5.59;0,521
28/09/2024 6.59;1,501
28/09/2024 7.59;2,869
28/09/2024 8.59;3,345
28/09/2024 9.59;2,007
28/09/2024 10.59;2,553
28/09/2024 11.59;2,854
28/09/2024 12.59;3,454
28/09/2024 13.59;3,897
28/09/2024 14.59;4,962
28/09/2024 15.59;7,748
28/09/2024 16.59;12,81
28/09/2024 17.59;13,636
28/09/2024 18.59;14,485
28/09/2024 19.59;14,625
28/09/2024 20.59;12,532
28/09/2024 21.59;10,262
28/09/2024 22.59;8,741
28/09/2024 23.59;2,054
29/09/2024 0.59;1,61
29/09/2024 1.59;0,513
29/09/2024 2.59;0,307
29/09/2024 3.59;0,195
29/09/2024 4.59;0,19
29/09/2024 5.59;0,285
29/09/2024 6.59;0,338
29/09/2024 7.59;0,456
29/09/2024 8.59;0,626
29/09/2024 9.59;0,616
29/09/2024 10.59;0,167
29/09/2024 11.59;0
29/09/2024 12.59;-0,001
29/09/2024 13.59;-0,049
29/09/2024 14.59;-0,044
29/09/2024 15.59;0
29/09/2024 16.59;0,651
29/09/2024 17.59;1,37
29/09/2024 18.59;1,68
29/09/2024 19.59;1,614
29/09/2024 20.59;1,377
29/09/2024 21.59;1,423
29/09/2024 22.59;1,268
29/09/2024 23.59;1,357
30/09/2024 0.59;1,875
30/09/2024 1.59;1,426
30/09/2024 2.59;1,054
30/09/2024 3.59;0,694
30/09/2024 4.59;1,132
30/09/2024 5.59;5,291
30/09/2024 6.59;13,057
30/09/2024 7.59;27,615
30/09/2024 8.59;28,064
30/09/2024 9.59;20,071
30/09/2024 10.59;11,929
30/09/2024 11.59;7,881
30/09/2024 12.59;5,655
30/09/2024 13.59;5,297
30/09/2024 14.59;7,658
30/09/2024 15.59;14,134
30/09/2024 16.59;20,074
30/09/2024 17.59;22,694
30/09/2024 18.59;24,687
30/09/2024 19.59;5,23
30/09/2024 20.59;1,188
30/09/2024 21.59;0,526
30/09/2024 22.59;0,255
30/09/2024 23.59;0
01/10/2024 0.59;0,001
01/10/2024 1.59;0,001
01/10/2024 2.59;0
01/10/2024 3.59;0
01/10/2024 4.59;0,001
01/10/2024 5.59;0,373
01/10/2024 6.59;0,686
01/10/2024 7.59;1,625
01/10/2024 8.59;2,096
01/10/2024 9.59;2,52
01/10/2024 10.59;3,715
01/10/2024 11.59;3,137
